date,Kitchen_Temperature (°C),Microwave_Power (W),Exhaust_Fan_Power (W),Fridge_Power (W),Juicer_Blender_Power (W),Kitchen_Total_Power (W),Outdoor_Temperature (°C),Outdoor_Humidity (%),Microwave_In_Use,Exhaust_Fan_In_Use,Fridge_In_Use,Juicer_Blender_In_Use,Kitchen_In_Use,hour,Gas_Stove_Power (W),Induction_Stove_Power (W),Gas_Stove_In_Use,Induction_Stove_In_Use,Outdoor Temperature (°C),Outdoor Humidity (%),Kitchen_Humidity (%),Kitchen Absolute Humidity,Kitchen_Energy (kWh)
2024-02-28 14:00:00,16.4,0,98,180,0,3057.5,20,50,0,1,1,0,0,14,1211.1,1568.4,1,1,15.4,64.5,63.5,8.86,3.058
2024-02-28 15:00:00,18.2,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,15.4,60.5,61.5,9.58,0.18
2024-02-28 16:00:00,17.1,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,14.7,65.7,63.8,9.28,0.18
2024-02-28 17:00:00,15.7,0,81.9,180,590.3,852.2,20,50,0,1,1,1,0,17,0,0,0,0,14.1,62.4,62,8.27,0.852
2024-02-28 18:00:00,17.4,0,91.5,180,0,2971.2,20,50,0,1,1,0,0,18,1209,1490.7,1,1,16,60.4,60.9,9.01,2.971
2024-02-28 19:00:00,19.8,0,72.5,180,0,2515.9,20,50,0,1,1,0,1,19,984.4,1279,1,1,18.5,57.9,61,10.42,2.516
2024-02-28 20:00:00,17.9,0,46.3,180,0,2674.2,20,50,0,1,1,0,1,20,1114.5,1333.4,1,1,15.8,57,59.5,9.07,2.674
2024-02-28 21:00:00,19.9,0,45.4,180,0,1668.7,20,50,0,1,1,0,1,21,0,1443.3,0,1,17.3,62.6,62.8,10.78,1.669
2024-02-28 22:00:00,17.2,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,15.9,67.8,67.1,9.83,0.18
2024-02-28 23:00:00,17.9,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,15,63.8,67.3,10.3,0.18
2024-02-29 00:00:00,17.6,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,16,61.4,60.2,9.01,0.18
2024-02-29 01:00:00,14.2,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,12.9,64.3,67,8.17,0.18
2024-02-29 02:00:00,18.7,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,15.8,72,69.9,11.19,0.18
2024-02-29 03:00:00,15.3,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,12.3,61.9,66.4,8.65,0.18
2024-02-29 04:00:00,14.8,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,13.4,70.7,70.1,8.87,0.18
2024-02-29 05:00:00,18.8,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,15.9,60.1,59.9,9.63,0.18
2024-02-29 06:00:00,16.8,1346.389598,77.3,180,0,2661.4,20,50,1,1,1,0,1,6,1057.7,0,1,0,15.4,65,65.8,9.42,2.661
2024-02-29 07:00:00,20.3,0,51.5,180,0,2668,20,50,0,1,1,0,1,7,1164.1,1272.4,1,1,18.2,65.7,68.4,12.01,2.668
2024-02-29 08:00:00,18.5,850.056032,87.1,180,0,3582.9,20,50,1,1,1,0,1,8,956.4,1509.3,1,1,17.4,64.8,62.8,9.91,3.583
2024-02-29 09:00:00,18.8,0,43.5,180,0,2590.1,20,50,0,1,1,0,1,9,1201.8,1164.8,1,1,15.9,62.4,64.5,10.38,2.59
2024-02-29 10:00:00,17.1,0,0,180,0,180,20,50,0,0,1,0,0,10,0,0,0,0,15.8,60.4,61.9,9.03,0.18
2024-02-29 11:00:00,19,0,0,180,0,180,20,50,0,0,1,0,0,11,0,0,0,0,17.7,64.4,61.5,9.98,0.18
2024-02-29 12:00:00,18.3,0,100.2,180,0,1509.9,20,50,0,1,1,0,0,12,1229.7,0,1,0,16.7,70.3,72.4,11.33,1.51
2024-02-29 13:00:00,16.9,0,86.8,180,0,2720.2,20,50,0,1,1,0,0,13,1066.8,1386.6,1,1,14.5,66.8,69.6,10.04,2.72
2024-02-29 14:00:00,17.4,0,98.7,180,0,2618,20,50,0,1,1,0,0,14,1056.4,1282.9,1,1,16,70.5,70.1,10.38,2.618
2024-02-29 15:00:00,17,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,15.9,59.3,60.6,8.75,0.18
2024-02-29 16:00:00,20.6,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,17.7,64.5,67,12,0.18
2024-02-29 17:00:00,15.6,0,89.6,180,539.9,809.5,20,50,0,1,1,1,0,17,0,0,0,0,13.3,67.2,70.9,9.45,0.809
2024-02-29 18:00:00,14.7,0,82.7,180,0,2761.6,20,50,0,1,1,0,0,18,960.2,1538.7,1,1,13.1,64.7,64.3,8.08,2.762
2024-02-29 19:00:00,17.9,0,89.2,180,0,2655.8,20,50,0,1,1,0,1,19,1262.4,1124.2,1,1,15.7,68.1,70.2,10.71,2.656
2024-02-29 20:00:00,15.8,0,92.3,180,0,2760.6,20,50,0,1,1,0,1,20,1160.9,1327.4,1,1,14.7,64,63.9,8.58,2.761
2024-02-29 21:00:00,13.5,0,83.3,180,0,1454.3,20,50,0,1,1,0,1,21,0,1191,0,1,11.8,65,67.1,7.82,1.454
2024-02-29 22:00:00,18.9,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,17.2,64.8,68.1,11.01,0.18
2024-02-29 23:00:00,18,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,16.2,68.8,73.5,11.29,0.18
2024-03-01 00:00:00,27,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,24.7,54.9,56.9,14.67,0.18
2024-03-01 01:00:00,27.5,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,26.3,53.8,58.5,15.52,0.18
2024-03-01 02:00:00,24.7,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,23.1,46.8,46.5,10.52,0.18
2024-03-01 03:00:00,24.7,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,23.1,46.8,44.3,10,0.18
2024-03-01 04:00:00,26,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,24.9,49.8,51.4,12.54,0.18
2024-03-01 05:00:00,28.5,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,26.8,60,57.6,16.13,0.18
2024-03-01 06:00:00,24.7,0,0,180,0,180,20,50,0,0,1,0,1,6,0,0,0,0,22.7,57.9,62.5,14.18,0.18
2024-03-01 07:00:00,27.7,0,63.1,180,592.1,3427.3,20,50,0,1,1,1,1,7,1082.9,1509.2,1,1,26.3,39.6,37.8,10.14,3.427
2024-03-01 08:00:00,29,1218.192989,77.6,180,0,3902.3,20,50,1,1,1,0,1,8,1258.9,1167.6,1,1,26.4,47.4,44.6,12.84,3.902
2024-03-01 09:00:00,26.8,0,62.2,180,0,2762,20,50,0,1,1,0,1,9,1212.5,1307.3,1,1,24,50.8,51.7,13.15,2.762
2024-03-01 10:00:00,28.1,0,0,180,0,180,20,50,0,0,1,0,0,10,0,0,0,0,25.4,51.3,50.4,13.81,0.18
2024-03-01 11:00:00,26.5,0,0,180,0,180,20,50,0,0,1,0,0,11,0,0,0,0,24.3,63.7,66.1,16.58,0.18
2024-03-01 12:00:00,25.2,0,79.3,180,0,1341.5,20,50,0,1,1,0,0,12,1082.2,0,1,0,22.5,48.3,49.1,11.44,1.341
2024-03-01 13:00:00,25.4,0,81.9,180,0,2529,20,50,0,1,1,0,0,13,1082.4,1184.7,1,1,23.4,50.5,54.4,12.8,2.529
2024-03-01 14:00:00,25.8,0,94.3,180,0,2764,20,50,0,1,1,0,0,14,1180.6,1309.1,1,1,24.6,50.7,51,12.24,2.764
2024-03-01 15:00:00,29.4,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,26.7,49,50.9,14.99,0.18
2024-03-01 16:00:00,23.7,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,22.2,44.4,46.8,10.02,0.18
2024-03-01 17:00:00,27.8,0,79.4,180,566,825.4,20,50,0,1,1,1,0,17,0,0,0,0,26,54.2,55.8,15.04,0.825
2024-03-01 18:00:00,25.4,0,77.1,180,0,2884,20,50,0,1,1,0,0,18,1209.2,1417.7,1,1,24.1,59.8,63.2,14.85,2.884
2024-03-01 19:00:00,27.5,0,72.2,180,0,2790.4,20,50,0,1,1,0,1,19,1283.1,1255.1,1,1,25.7,44.8,43.6,11.52,2.79
2024-03-01 20:00:00,25.2,0,80.1,180,0,2980.8,20,50,0,1,1,0,1,20,1181.9,1538.8,1,1,23.1,51.1,54.3,12.64,2.981
2024-03-01 21:00:00,26.3,0,56.8,180,0,1525.9,20,50,0,1,1,0,1,21,0,1289.1,0,1,24.7,52.6,52.9,13.08,1.526
2024-03-01 22:00:00,27.1,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,25,50.8,53.1,13.76,0.18
2024-03-01 23:00:00,24.8,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,23,49.3,53.5,12.15,0.18
2024-03-02 00:00:00,24.7,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,22.5,45.4,47.6,10.76,0.18
2024-03-02 01:00:00,25.8,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,23.1,55.1,56.2,13.55,0.18
2024-03-02 02:00:00,25.2,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,22.7,57.1,59,13.76,0.18
2024-03-02 03:00:00,29.7,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,27.3,52,54.2,16.16,0.18
2024-03-02 04:00:00,24.9,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,23.2,53.2,52.6,12.04,0.18
2024-03-02 05:00:00,27,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,24.1,50.1,49.6,12.75,0.18
2024-03-02 06:00:00,28.5,0,41.2,180,0,1320.2,20,50,0,1,1,0,1,6,1099,0,1,0,25.8,59,58.4,16.32,1.32
2024-03-02 07:00:00,27.2,0,45.8,180,561.5,3182.7,20,50,0,1,1,1,1,7,1065,1330.4,1,1,25.3,51.6,50.3,13.07,3.183
2024-03-02 08:00:00,26.2,0,51.6,180,0,2809.4,20,50,0,1,1,0,1,8,1160.2,1417.6,1,1,23.8,47.4,47,11.56,2.809
2024-03-02 09:00:00,24.3,0,52.5,180,0,2761.9,20,50,0,1,1,0,1,9,1135.6,1393.8,1,1,21.9,48.9,46.6,10.33,2.762
2024-03-02 10:00:00,27.5,0,0,180,0,180,20,50,0,0,1,0,1,10,0,0,0,0,24.6,46.9,47.3,12.5,0.18
2024-03-02 11:00:00,25.2,0,0,180,0,180,20,50,0,0,1,0,1,11,0,0,0,0,23.3,51.3,52.1,12.11,0.18
2024-03-02 12:00:00,25.6,0,91.1,180,0,1502.1,20,50,0,1,1,0,1,12,1231,0,1,0,24.2,46.1,46.6,11.1,1.502
2024-03-02 13:00:00,25.9,0,86,180,0,2791.5,20,50,0,1,1,0,1,13,1145.1,1380.4,1,1,24.6,44.2,47.9,11.58,2.792
2024-03-02 14:00:00,28.3,0,78.7,180,0,2786,20,50,0,1,1,0,1,14,1245.2,1282.1,1,1,26.1,52.7,51,14.11,2.786
2024-03-02 15:00:00,28.4,0,0,180,0,180,20,50,0,0,1,0,1,15,0,0,0,0,27,56.7,54.2,15.09,0.18
2024-03-02 16:00:00,24.8,0,0,180,0,180,20,50,0,0,1,0,1,16,0,0,0,0,23.3,49.9,54.2,12.38,0.18
2024-03-02 17:00:00,25.9,0,78.3,180,615.3,873.6,20,50,0,1,1,1,1,17,0,0,0,0,24.6,42.2,42,10.2,0.874
2024-03-02 18:00:00,25.5,0,89.2,180,0,2598.7,20,50,0,1,1,0,1,18,1071.5,1258,1,1,22.5,53.7,51.7,12.21,2.599
2024-03-02 19:00:00,26.8,0,80.6,180,0,2786.1,20,50,0,1,1,0,1,19,1245,1280.5,1,1,24,52.8,53.6,13.68,2.786
2024-03-02 20:00:00,28,851.9011885,40.1,180,0,3498.8,20,50,1,1,1,0,1,20,1206,1220.8,1,1,25.6,49.1,52.4,14.26,3.499
2024-03-02 21:00:00,27.3,0,84.4,180,0,1621.6,20,50,0,1,1,0,1,21,0,1357.2,0,1,24.7,53,57.9,15.16,1.622
2024-03-02 22:00:00,24.3,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,22.7,50.1,51.7,11.43,0.18
2024-03-02 23:00:00,27.5,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,24.6,50.5,53.2,14.04,0.18
2024-03-03 00:00:00,26.5,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,24,44.5,49.3,12.35,0.18
2024-03-03 01:00:00,26.6,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,25.5,49.3,48.2,12.14,0.18
2024-03-03 02:00:00,24.9,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,23.4,54.5,52.5,11.98,0.18
2024-03-03 03:00:00,24.8,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,23.6,38.8,42.2,9.61,0.18
2024-03-03 04:00:00,27.2,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,25.4,39.3,39.8,10.35,0.18
2024-03-03 05:00:00,26.8,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,25.6,48.7,52.9,13.49,0.18
2024-03-03 06:00:00,25.8,840.4941389,82.8,180,0,2103.7,20,50,1,1,1,0,1,6,1000.4,0,1,0,24.1,51.9,51.3,12.36,2.104
2024-03-03 07:00:00,27.4,0,90.2,180,512.6,3431.3,20,50,0,1,1,1,1,7,1185.9,1462.6,1,1,25.8,48.6,50.9,13.39,3.431
2024-03-03 08:00:00,25.4,0,60.6,180,0,2614,20,50,0,1,1,0,1,8,1143.2,1230.2,1,1,22.6,48.1,46.9,11.02,2.614
2024-03-03 09:00:00,25.7,838.3640545,44.8,180,0,3503.6,20,50,1,1,1,0,1,9,1111.2,1329.2,1,1,23.4,44,41.9,10.02,3.504
2024-03-03 10:00:00,27.4,0,0,180,0,180,20,50,0,0,1,0,1,10,0,0,0,0,24.6,52,52.9,13.9,0.18
2024-03-03 11:00:00,27,0,0,180,0,180,20,50,0,0,1,0,1,11,0,0,0,0,24.6,46.1,44.2,11.35,0.18
2024-03-03 12:00:00,23.2,0,91.7,180,0,1347.8,20,50,0,1,1,0,1,12,1076.1,0,1,0,21.8,54.1,51.4,10.67,1.348
2024-03-03 13:00:00,23.8,0,89.7,180,0,2747.3,20,50,0,1,1,0,1,13,1212.8,1264.8,1,1,22.3,49.5,47.1,10.15,2.747
2024-03-03 14:00:00,24.6,820.9379639,94.7,180,0,3718.6,20,50,1,1,1,0,1,14,1162.3,1460.7,1,1,22.5,45.8,48,10.82,3.719
2024-03-03 15:00:00,26.9,0,0,180,0,180,20,50,0,0,1,0,1,15,0,0,0,0,24.5,48.2,52.2,13.37,0.18
2024-03-03 16:00:00,24,0,0,180,0,180,20,50,0,0,1,0,1,16,0,0,0,0,23,44.2,42.4,9.24,0.18
2024-03-03 17:00:00,24.6,0,93,180,559.6,832.6,20,50,0,1,1,1,1,17,0,0,0,0,23.5,51.3,53.1,11.93,0.833
2024-03-03 18:00:00,27.7,0,88.8,180,0,2555,20,50,0,1,1,0,1,18,1108.6,1177.6,1,1,24.8,53.4,55.4,14.83,2.555
2024-03-03 19:00:00,27.7,0,72.4,180,0,2665,20,50,0,1,1,0,1,19,1039.5,1373.1,1,1,24.8,51.6,54.5,14.61,2.665
2024-03-03 20:00:00,25,1429.140711,81.9,180,0,4193.9,20,50,1,1,1,0,1,20,959.5,1543.4,1,1,23.3,49.2,46.7,10.75,4.194
2024-03-03 21:00:00,27.6,0,44.9,180,0,1668.9,20,50,0,1,1,0,1,21,0,1444,0,1,25.5,47.7,48.5,12.92,1.669
2024-03-03 22:00:00,23.3,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,21.4,48.9,47.7,9.98,0.18
2024-03-03 23:00:00,27.5,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,24.6,51.4,55.5,14.72,0.18
2024-03-04 00:00:00,24,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,21.4,55.2,57.1,12.42,0.18
2024-03-04 01:00:00,25,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,22.6,49.4,54.2,12.5,0.18
2024-03-04 02:00:00,25.3,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,23.6,50.1,53.6,12.57,0.18
2024-03-04 03:00:00,26.8,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,24.8,47,48.1,12.2,0.18
2024-03-04 04:00:00,25.1,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,23.7,50.4,47.6,11.04,0.18
2024-03-04 05:00:00,25.4,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,22.6,48.8,49.6,11.67,0.18
2024-03-04 06:00:00,25.4,0,92.9,180,0,1356.9,20,50,0,1,1,0,1,6,1084,0,1,0,24.1,58.8,56.8,13.35,1.357
2024-03-04 07:00:00,28.3,0,85.5,180,469.7,3099.7,20,50,0,1,1,1,1,7,1059,1305.5,1,1,25.8,56.8,55.8,15.44,3.1
2024-03-04 08:00:00,24.2,0,46.5,180,0,1232.4,20,50,0,1,1,0,1,8,1005.9,0,1,0,23.1,50.3,50.6,11.12,1.232
2024-03-04 09:00:00,27.6,0,90.9,180,0,2692,20,50,0,1,1,0,1,9,1050.6,1370.5,1,1,25.4,53,53.4,14.19,2.692
2024-03-04 10:00:00,28,0,0,180,0,180,20,50,0,0,1,0,0,10,0,0,0,0,26,50.2,48.9,13.28,0.18
2024-03-04 11:00:00,27.8,0,0,180,0,180,20,50,0,0,1,0,0,11,0,0,0,0,25.7,49.8,46.9,12.61,0.18
2024-03-04 12:00:00,25.7,0,96.8,180,0,276.8,20,50,0,1,1,0,0,12,0,0,0,0,23.2,51.3,52.5,12.54,0.277
2024-03-04 13:00:00,25,0,98.5,180,0,2726.6,20,50,0,1,1,0,0,13,958.6,1489.5,1,1,24,50.3,48.2,11.11,2.727
2024-03-04 14:00:00,24.2,0,97.9,180,0,2879.1,20,50,0,1,1,0,0,14,1109.6,1491.6,1,1,22.8,45.6,47.6,10.49,2.879
2024-03-04 15:00:00,24.1,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,22,45.1,43,9.4,0.18
2024-03-04 16:00:00,26.6,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,24.6,48.5,49,12.35,0.18
2024-03-04 17:00:00,26.9,0,87.3,180,570.9,838.2,20,50,0,1,1,1,0,17,0,0,0,0,24.1,51.1,51.8,13.28,0.838
2024-03-04 18:00:00,24.1,0,99.7,180,0,2885.2,20,50,0,1,1,0,0,18,1237.1,1368.4,1,1,22,53.5,54.8,12,2.885
2024-03-04 19:00:00,24.6,0,77.2,180,0,3002.2,20,50,0,1,1,0,1,19,1265.6,1479.4,1,1,21.9,43.2,40.3,9.08,3.002
2024-03-04 20:00:00,25,0,61.7,180,0,2631.9,20,50,0,1,1,0,1,20,1110.3,1279.9,1,1,22.5,53.2,55.3,12.76,2.632
2024-03-04 21:00:00,26.7,0,87.9,180,0,1489.5,20,50,0,1,1,0,1,21,0,1221.6,0,1,24.5,51.8,55.1,13.99,1.49
2024-03-04 22:00:00,29.9,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,27.8,51.7,54.6,16.46,0.18
2024-03-04 23:00:00,29.6,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,27.2,50,53.1,15.79,0.18
2024-03-05 00:00:00,26.2,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,24.1,46.6,44.3,10.91,0.18
2024-03-05 01:00:00,27.7,0,1.2,180,0,181.2,20,50,0,1,1,0,0,1,0,0,0,0,25.3,53.1,55.3,14.81,0.181
2024-03-05 02:00:00,22.8,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,21.3,49.9,48.6,9.89,0.18
2024-03-05 03:00:00,25.9,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,24.3,51.1,54.6,13.21,0.18
2024-03-05 04:00:00,30.6,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,28.1,47.4,48.7,15.28,0.18
2024-03-05 05:00:00,25.9,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,23.5,49.2,53.7,13.03,0.18
2024-03-05 06:00:00,28.8,0,93.9,180,0,1278.8,20,50,0,1,1,0,1,6,1004.9,0,1,0,26.8,47.2,48,13.64,1.279
2024-03-05 07:00:00,24.8,0,73.9,180,602.1,3037.3,20,50,0,1,1,1,1,7,985.7,1195.6,1,1,22.4,47.4,49.5,11.25,3.037
2024-03-05 08:00:00,24.8,676.3194099,67.4,180,0,3088.4,20,50,1,1,1,0,1,8,997.7,1167,1,1,23.6,49.6,52,11.86,3.088
2024-03-05 09:00:00,23.7,0,73.3,180,0,2738.8,20,50,0,1,1,0,1,9,965.5,1520,1,1,21.2,54,51.7,11.05,2.739
2024-03-05 10:00:00,26.1,0,0,180,0,180,20,50,0,0,1,0,0,10,0,0,0,0,24.8,50.9,52.4,12.83,0.18
2024-03-05 11:00:00,28.8,0,0,180,0,180,20,50,0,0,1,0,0,11,0,0,0,0,26.4,48.8,53.1,15.09,0.18
2024-03-05 12:00:00,26.1,0,83.8,180,0,1299.5,20,50,0,1,1,0,0,12,1035.7,0,1,0,24.3,58.9,61.4,15.06,1.3
2024-03-05 13:00:00,25.4,0,76,180,0,2716.7,20,50,0,1,1,0,0,13,1218.4,1242.3,1,1,23.3,53.6,57.7,13.57,2.717
2024-03-05 14:00:00,25.5,0,94.3,180,0,2529.1,20,50,0,1,1,0,0,14,979.7,1275.1,1,1,23.7,43.1,45.8,10.85,2.529
2024-03-05 15:00:00,24.2,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,21.5,42.7,41.7,9.17,0.18
2024-03-05 16:00:00,25.3,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,23.1,53.8,58.1,13.6,0.18
2024-03-05 17:00:00,28.5,0,91,180,587.3,858.3,20,50,0,1,1,1,0,17,0,0,0,0,25.7,50,51.5,14.43,0.858
2024-03-05 18:00:00,27.8,0,86.7,180,0,2937.2,20,50,0,1,1,0,0,18,1224,1446.5,1,1,26,53.4,53.3,14.39,2.937
2024-03-05 19:00:00,27.7,0,95.3,180,0,2657.6,20,50,0,1,1,0,1,19,1050.2,1332.1,1,1,26.1,51.6,54.3,14.51,2.658
2024-03-05 20:00:00,26.2,0,42.7,180,0,2400.7,20,50,0,1,1,0,1,20,940.8,1237.2,1,1,24.8,47.5,51,12.57,2.401
2024-03-05 21:00:00,26.5,0,40.3,180,0,1422.7,20,50,0,1,1,0,1,21,0,1202.4,0,1,25.5,44.6,43.9,11.01,1.423
2024-03-05 22:00:00,25.7,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,23.5,51.1,53.2,12.71,0.18
2024-03-05 23:00:00,25.2,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,24.2,50,47.5,11.1,0.18
2024-03-06 00:00:00,23.9,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,22.4,47.7,45.1,9.76,0.18
2024-03-06 01:00:00,26.4,0,1.2,180,0,181.2,20,50,0,1,1,0,0,1,0,0,0,0,24.3,58.8,58.1,14.47,0.181
2024-03-06 02:00:00,24.1,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,22.5,46.1,49.4,10.78,0.18
2024-03-06 03:00:00,24.8,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,22.9,51.3,50.3,11.46,0.18
2024-03-06 04:00:00,24.1,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,22.3,55.4,57.1,12.53,0.18
2024-03-06 05:00:00,25.8,0,0,180,0,180,20,50,0,0,1,0,0,5,0,0,0,0,23,50.7,48.4,11.63,0.18
2024-03-06 06:00:00,26.4,0,65.9,180,0,1489.4,20,50,0,1,1,0,1,6,1243.5,0,1,0,24.9,51.2,53.9,13.43,1.489
2024-03-06 07:00:00,25,0,55.2,180,599.1,3500.6,20,50,0,1,1,1,1,7,1146.7,1519.6,1,1,23.7,49.5,51.4,11.85,3.501
2024-03-06 08:00:00,23.8,0,99,180,0,2955.9,20,50,0,1,1,0,1,8,1197.8,1479.1,1,1,22.7,54.3,51.5,11.06,2.956
2024-03-06 09:00:00,25.7,0,40,180,0,2392.4,20,50,0,1,1,0,1,9,959,1213.4,1,1,23.2,41.3,45.9,11.01,2.392
2024-03-06 10:00:00,25.3,0,0,180,0,180,20,50,0,0,1,0,0,10,0,0,0,0,22.8,52.6,56.1,13.12,0.18
2024-03-06 11:00:00,27.1,0,0,180,0,180,20,50,0,0,1,0,0,11,0,0,0,0,24.8,55.4,53,13.75,0.18
2024-03-06 12:00:00,27.8,0,81.5,180,0,1241.5,20,50,0,1,1,0,0,12,980,0,1,0,26,52.7,51.3,13.82,1.242
2024-03-06 13:00:00,25.9,0,97.1,180,0,2685.1,20,50,0,1,1,0,0,13,1144.4,1263.6,1,1,24.3,45.6,48.5,11.77,2.685
2024-03-06 14:00:00,25.1,0,82.6,180,0,2958,20,50,0,1,1,0,0,14,1200.2,1495.2,1,1,23.4,43.1,48,11.09,2.958
2024-03-06 15:00:00,25.9,0,0,180,0,180,20,50,0,0,1,0,0,15,0,0,0,0,24.7,47.1,48.6,11.77,0.18
2024-03-06 16:00:00,23.2,0,0,180,0,180,20,50,0,0,1,0,0,16,0,0,0,0,21.8,60.1,58.1,12.06,0.18
2024-03-06 17:00:00,27.3,0,82.2,180,537.4,799.6,20,50,0,1,1,1,0,17,0,0,0,0,25.1,52,52.7,13.83,0.8
2024-03-06 18:00:00,24.6,0,76.4,180,0,2821.4,20,50,0,1,1,0,0,18,1148.5,1416.5,1,1,23.5,49.8,54.7,12.34,2.821
2024-03-06 19:00:00,24.5,0,98.7,180,0,2915.5,20,50,0,1,1,0,1,19,1234,1402.8,1,1,22.2,49.5,53.6,11.99,2.916
2024-03-06 20:00:00,24.2,0,47.2,180,0,2915.8,20,50,0,1,1,0,1,20,1132.4,1556.2,1,1,21.9,45,47.3,10.41,2.916
2024-03-06 21:00:00,23.3,0,46.8,180,0,1743.1,20,50,0,1,1,0,1,21,0,1516.3,0,1,21.7,57.2,56.4,11.8,1.743
2024-03-06 22:00:00,26.1,0,0,180,0,180,20,50,0,0,1,0,1,22,0,0,0,0,23.3,46.6,46.2,11.29,0.18
2024-03-06 23:00:00,26.7,0,0,180,0,180,20,50,0,0,1,0,0,23,0,0,0,0,24.5,52.3,50.6,12.81,0.18
2024-03-07 00:00:00,26.1,0,0,180,0,180,20,50,0,0,1,0,0,0,0,0,0,0,24,51.5,55,13.5,0.18
2024-03-07 01:00:00,25.1,0,0,180,0,180,20,50,0,0,1,0,0,1,0,0,0,0,23.2,43,45.4,10.54,0.18
2024-03-07 02:00:00,24.6,0,0,180,0,180,20,50,0,0,1,0,0,2,0,0,0,0,23.3,44,42.4,9.55,0.18
2024-03-07 03:00:00,23.3,0,0,180,0,180,20,50,0,0,1,0,0,3,0,0,0,0,21.4,50.5,55,11.48,0.18
2024-03-07 04:00:00,25.7,0,0,180,0,180,20,50,0,0,1,0,0,4,0,0,0,0,23.1,45.4,48.8,11.69,0.18
