Timestamp,Outdoor Temperature (°C),Rainfall (mm),Outdoor AQI,Indoor AQI,Motion Detected,Sound Detected,Lighting Intensity (lux),Smart TV On,Fan (kWh),AC (kWh),Lights (kWh),TV (kWh),Ports (kWh),Energy Consumption (kWh),Energy Cost (?),Room,Hour,Month,Heater (kWh),Indoor Temperature (°C),Is Weekend,Window Open,Outdoor Humidity (%),Indoor Humidity (%),Weather Tag,Occupancy Level,Airflow Index,Occupied,AC (W),Heater (W),Fan (W),Lights (W),TV (W),Ports (W),Total Power (W)
2024-03-07 21:00:00,24.2,0,142.5,47.7,0,0,17.3,1,0.033,0,0.051,0.062,0.004,0.15,1.13,Living Room,21,3,0,24.7,0,0,53.8,53.4,,High,7.24,1,0,0,32.8,51,62.1,4.4,150.3
2024-03-07 22:00:00,23.5,0,170.7,62.7,0,1,14,1,0.044,0,0.048,0.159,0.003,0.255,1.91,Living Room,22,3,0,23.9,0,0,56.1,58.4,,High,9.53,1,0,0,44.4,48.2,159.4,3,255
2024-03-07 23:00:00,23.8,0,142.2,52.4,0,0,11.2,0,0,0,0,0,0,0,0,Living Room,23,3,0,24.5,0,1,44.9,48.1,,Low,0.7,0,0,0,0,0,0,0,0
2024-03-08 00:00:00,24.2,0,143.3,61.9,0,0,35.1,0,0,0,0,0,0,0,0,Living Room,0,3,0,24.4,0,0,53.2,51.1,,Low,2.27,0,0,0,0,0,0,0,0
2024-03-08 01:00:00,26.3,0,131.7,67.5,0,0,16.5,0,0,0,0,0,0,0,0,Living Room,1,3,0,26.9,0,0,46.5,47.3,,Low,2.72,0,0,0,0,0,0,0,0
2024-03-08 02:00:00,22.1,0,128.9,58.3,0,0,30.7,0,0,0,0,0,0,0,0,Living Room,2,3,0,21.3,0,1,50.7,52,,Low,2.66,0,0,0,0,0,0,0,0
2024-03-08 03:00:00,22.1,0,166.4,67.9,0,0,10.7,0,0,0,0,0,0,0,0,Living Room,3,3,0,22.5,0,0,52.8,55.1,,Low,0.22,0,0,0,0,0,0,0,0
2024-03-08 04:00:00,23.3,0,128.9,53.3,0,0,23.3,0,0,0,0,0,0,0,0,Living Room,4,3,0,23.3,0,0,53,51.7,,Low,0.97,0,0,0,0,0,0,0,0
2024-03-08 05:00:00,26.8,0,135,69.8,0,0,29.8,0,0,0,0,0,0,0,0,Living Room,5,3,0,27.2,0,0,53.2,57.3,,Low,0.98,0,0,0,0,0,0,0,0
2024-03-08 06:00:00,21.9,0,156.7,60.1,1,1,770,0,0.069,0,0,0,0.007,0.076,0.57,Living Room,6,3,0,22.6,0,0,51.6,53.6,,High,6.21,1,0,0,68.9,0,0,7.1,76
2024-03-08 07:00:00,27.3,0,151.4,40.7,0,1,885.4,0,0.045,0,0,0,0.003,0.048,0.36,Living Room,7,3,0,27.9,0,1,42.5,45,,High,7.39,1,0,0,44.9,0,0,2.8,47.7
2024-03-08 08:00:00,22.5,0,152.6,66.6,0,1,649.9,0,0.068,0,0,0,0.008,0.077,0.57,Living Room,8,3,0,23.3,0,0,49.2,50.3,,High,9.45,1,0,0,68.2,0,0,8.4,76.6
2024-03-08 09:00:00,26.3,0,159.9,44,0,1,298.4,0,0.059,0,0,0,0.006,0.065,0.49,Living Room,9,3,0,26.7,0,0,51,55.5,,High,6.12,1,0,0,59.2,0,0,5.8,65
2024-03-08 10:00:00,23.8,0,152.5,44.2,0,0,645.5,0,0,0,0,0,0,0,0,Living Room,10,3,0,24.6,0,0,52.1,52.7,,Low,1.46,0,0,0,0,0,0,0,0
2024-03-08 11:00:00,22.6,0,175.4,72.8,0,0,386.8,0,0,0,0,0,0,0,0,Living Room,11,3,0,23.4,0,0,46.7,48.4,,Low,0.49,0,0,0,0,0,0,0,0
2024-03-08 12:00:00,23.6,0,115.8,49.1,0,0,593.3,0,0,0,0,0,0,0,0,Living Room,12,3,0,24.5,0,0,56.1,53.1,,Low,0.21,0,0,0,0,0,0,0,0
2024-03-08 13:00:00,24.2,0,157,54.9,0,0,306.9,0,0,0,0,0,0,0,0,Living Room,13,3,0,25,0,0,45.5,42.8,,Low,1.67,0,0,0,0,0,0,0,0
2024-03-08 14:00:00,23,0,134.4,60.5,0,0,354.5,0,0,0,0,0,0,0,0,Living Room,14,3,0,22.2,0,1,52.5,51.7,,Low,2.06,0,0,0,0,0,0,0,0
2024-03-08 15:00:00,25.3,0,113.5,59.2,0,0,402.5,0,0,0,0,0,0,0,0,Living Room,15,3,0,25.2,0,1,51.3,52.4,,Low,2.17,0,0,0,0,0,0,0,0
2024-03-08 16:00:00,23.9,0,136.1,54.1,0,0,180.2,0,0,0,0,0,0,0,0,Living Room,16,3,0,23.1,0,1,48.7,53,,Low,1.64,0,0,0,0,0,0,0,0
2024-03-08 17:00:00,23.8,0,174,33.5,0,0,912.5,0,0,0,0,0,0,0,0,Living Room,17,3,0,23.7,0,0,52.8,56.7,,Low,0.77,0,0,0,0,0,0,0,0
2024-03-08 18:00:00,22.3,0,152.6,53.9,0,1,582.9,1,0.031,0,0,0.181,0.008,0.22,1.65,Living Room,18,3,0,22.5,0,0,53.1,50.3,,High,9.44,1,0,0,30.7,0,181.1,8.4,220.1
2024-03-08 19:00:00,23.9,0,115.7,54.8,0,0,46.6,1,0.06,0,0.057,0.159,0.009,0.284,2.13,Living Room,19,3,0,24.5,0,0,44.2,42.8,,High,5.5,1,0,0,60.1,57.1,158.5,8.8,284.5
2024-03-08 20:00:00,22.5,0,133.3,75.8,0,0,31.7,1,0.048,0,0.062,0.139,0.007,0.257,1.93,Living Room,20,3,0,22.5,0,0,54.2,53.5,,High,7.5,1,0,0,48,62,139.5,7.3,256.7
2024-03-08 21:00:00,26.8,0,189.2,78.6,0,0,25,1,0.043,0,0.055,0.052,0.006,0.156,1.17,Living Room,21,3,0,25.9,0,0,50.5,48.7,,High,9.92,1,0,0,42.9,54.6,52.1,6,155.7
2024-03-08 22:00:00,25.1,0,130,68.4,1,1,2.4,1,0.065,0,0.04,0.183,0.007,0.295,2.21,Living Room,22,3,0,24.8,0,0,58.9,62.7,,High,6.67,1,0,0,64.8,40,182.6,7.5,294.9
2024-03-08 23:00:00,23.8,0,177.7,61,0,0,26.3,0,0,0,0,0,0,0,0,Living Room,23,3,0,23.8,0,1,50.5,50.1,,Low,1.35,0,0,0,0,0,0,0,0
2024-03-09 00:00:00,22.9,0,157.4,73.7,0,0,10.1,0,0,0,0,0,0,0,0,Living Room,0,3,0,22.8,1,0,50.7,53.5,,Low,2.52,0,0,0,0,0,0,0,0
2024-03-09 01:00:00,24.7,0,182.2,68.8,0,0,28.3,0,0,0,0,0,0,0,0,Living Room,1,3,0,24.3,1,0,48.2,45.2,,Low,1.77,0,0,0,0,0,0,0,0
2024-03-09 02:00:00,26.6,0,166.5,52.1,0,0,5.4,0,0,0,0,0,0,0,0,Living Room,2,3,0,25.6,1,0,57.3,57.5,,Low,0.35,0,0,0,0,0,0,0,0
2024-03-09 03:00:00,23.4,0,145.3,52.8,0,0,40.6,0,0,0,0,0,0,0,0,Living Room,3,3,0,22.5,1,0,53.6,52.5,,Low,0.47,0,0,0,0,0,0,0,0
2024-03-09 04:00:00,26.6,0,171.1,67.5,0,0,28.3,0,0,0,0,0,0,0,0,Living Room,4,3,0,27.4,1,0,52.2,51.4,,Low,2.08,0,0,0,0,0,0,0,0
2024-03-09 05:00:00,22.9,0,153.9,60.5,0,0,27.4,0,0,0,0,0,0,0,0,Living Room,5,3,0,23.5,1,1,47.6,46.8,,Low,1.61,0,0,0,0,0,0,0,0
2024-03-09 06:00:00,22.5,0,162.8,46.1,0,0,198.6,0,0.032,0,0,0,0.001,0.033,0.25,Living Room,6,3,0,22.2,1,0,53.2,51.2,,High,8.15,1,0,0,32.2,0,0,1,33.2
2024-03-09 07:00:00,26.1,0,175.3,68.2,0,1,529.4,0,0.048,0,0,0,0.008,0.055,0.42,Living Room,7,3,0,26.7,1,0,41.1,39.3,,High,5.91,1,0,0,47.6,0,0,7.9,55.5
2024-03-09 08:00:00,25,0,159.7,64.6,0,1,981.9,0,0.041,0,0,0,0.005,0.046,0.34,Living Room,8,3,0,25.3,1,0,55.3,57.8,,High,5.22,1,0,0,40.7,0,0,5.1,45.8
2024-03-09 09:00:00,24.5,0,156.1,67.1,0,0,652.1,0,0.045,0,0,0,0.002,0.047,0.35,Living Room,9,3,0,24.7,1,0,52.3,53.6,,High,9.4,1,0,0,44.5,0,0,2.4,46.9
2024-03-09 10:00:00,24,0,141.3,46.6,0,1,334.3,0,0.044,0,0,0,0.006,0.05,0.37,Living Room,10,3,0,24.8,1,0,47.5,51,,High,9.38,1,0,0,43.5,0,0,6.2,49.7
2024-03-09 11:00:00,23.7,0,150.3,60.7,0,1,758.7,0,0.046,0,0,0,0.002,0.048,0.36,Living Room,11,3,0,23.5,1,0,42.3,40.1,,High,7.61,1,0,0,45.9,0,0,1.6,47.6
2024-03-09 12:00:00,20.9,0,147.4,50.2,0,1,414.9,0,0.052,0,0,0,0.002,0.054,0.4,Living Room,12,3,0,20,1,1,50.8,52,,High,8.73,1,0,0,52.1,0,0,1.6,53.7
2024-03-09 13:00:00,23.3,0,172.3,48.5,0,0,441.3,0,0.032,0,0,0,0.008,0.04,0.3,Living Room,13,3,0,23,1,0,45.6,49.3,,High,7.77,1,0,0,32.4,0,0,7.5,39.9
2024-03-09 14:00:00,19.4,0,171.2,71,1,1,144.7,0,0.063,0,0,0,0.006,0.07,0.52,Living Room,14,3,0,18.5,1,0,46.5,47.4,,High,8.98,1,0,0,63.4,0,0,6.5,69.8
2024-03-09 15:00:00,23.6,0,168.7,74.2,1,0,355.1,0,0.031,0,0,0,0.003,0.034,0.26,Living Room,15,3,0,23.4,1,0,48,45.3,,High,8.21,1,0,0,31.3,0,0,3.1,34.4
2024-03-09 16:00:00,24.3,0,163.2,47.4,1,0,890.8,0,0.038,0,0,0,0.003,0.041,0.31,Living Room,16,3,0,23.6,1,1,53.9,53.8,,High,7.45,1,0,0,37.9,0,0,3.4,41.2
2024-03-09 17:00:00,20.2,0,140.9,37.5,0,1,762.9,0,0.054,0,0,0,0.007,0.061,0.46,Living Room,17,3,0,20.3,1,0,50.2,50.9,,High,9.38,1,0,0,54.4,0,0,6.9,61.3
2024-03-09 18:00:00,22.2,0,162.5,71,1,0,407.1,1,0.068,0,0,0.187,0.001,0.256,1.92,Living Room,18,3,0,23.1,1,0,49,50.2,,High,5.3,1,0,0,68.4,0,187.3,0.7,256.4
2024-03-09 19:00:00,24.4,0,179.6,64.2,1,0,45.9,1,0.03,0,0.02,0.163,0.004,0.218,1.63,Living Room,19,3,0,25.3,1,0,53,55,,High,7.71,1,0,0,30.4,20.3,163.3,3.7,217.8
2024-03-09 20:00:00,23.9,0,148.9,46.8,0,0,22.9,1,0.065,0,0.065,0.108,0.001,0.239,1.79,Living Room,20,3,0,23.9,1,0,53.8,57,,High,9.95,1,0,0,65.1,65.3,107.7,1.2,239.2
2024-03-09 21:00:00,24.8,0,200,46.3,0,0,1.2,1,0.059,0,0.066,0.159,0.002,0.286,2.15,Living Room,21,3,0,25.4,1,1,46.3,48.3,,High,7.41,1,0,0,59.4,66.1,159,1.6,286.1
2024-03-09 22:00:00,24.8,0,134.3,60.9,0,1,46.9,1,0.042,0,0.072,0.165,0.01,0.289,2.17,Living Room,22,3,0,23.8,1,0,49.9,52.4,,High,7.39,1,0,0,41.6,72.2,165.3,9.8,288.9
2024-03-09 23:00:00,25.8,0,125.5,60.5,1,0,25.4,1,0.061,0,0.075,0.098,0.002,0.235,1.76,Living Room,23,3,0,25.5,1,0,51.1,53.7,,High,8.5,1,0,0,60.9,74.6,97.9,1.6,234.9
2024-03-10 00:00:00,21.8,0,152.8,57.7,0,0,32.4,0,0,0,0,0,0,0,0,Living Room,0,3,0,22.4,1,0,53.1,52,,Low,2.89,0,0,0,0,0,0,0,0
2024-03-10 01:00:00,23.9,0,123.5,59.2,0,0,42.1,0,0,0,0,0,0,0,0,Living Room,1,3,0,24.9,1,0,51.5,51.1,,Low,1.51,0,0,0,0,0,0,0,0
2024-03-10 02:00:00,25.3,0,114.6,57.2,0,0,32.3,0,0,0,0,0,0,0,0,Living Room,2,3,0,24.8,1,0,47.4,47.9,,Low,0.16,0,0,0,0,0,0,0,0
2024-03-10 03:00:00,23.6,0,130.4,53.6,0,0,31,0,0,0,0,0,0,0,0,Living Room,3,3,0,24.5,1,1,47.3,45.4,,Low,1.95,0,0,0,0,0,0,0,0
2024-03-10 04:00:00,24,0,185.3,50,0,0,28.8,0,0,0,0,0,0,0,0,Living Room,4,3,0,24.9,1,1,49.2,52.3,,Low,0.24,0,0,0,0,0,0,0,0
2024-03-10 05:00:00,22.4,0,153.9,54.2,0,0,33.2,0,0,0,0,0,0,0,0,Living Room,5,3,0,22.7,1,0,48.4,46.7,,Low,1.84,0,0,0,0,0,0,0,0
2024-03-10 06:00:00,24.1,0,162.6,62,0,1,335.9,0,0.033,0,0,0,0.01,0.042,0.32,Living Room,6,3,0,23.4,1,0,57.7,57.9,,High,5.25,1,0,0,32.5,0,0,9.7,42.2
2024-03-10 07:00:00,25.6,0,119.1,56.2,0,0,760.4,0,0.031,0,0,0,0.009,0.039,0.3,Living Room,7,3,0,25,1,0,47.9,52.4,,High,7.2,1,0,0,30.9,0,0,8.6,39.5
2024-03-10 08:00:00,24.9,0,126.8,75.1,0,0,762.3,0,0.051,0,0,0,0.005,0.056,0.42,Living Room,8,3,0,25,1,0,44.5,42.3,,High,7.77,1,0,0,51.1,0,0,4.7,55.8
2024-03-10 09:00:00,26,0,137.2,72.5,1,1,747.2,0,0.056,0,0,0,0.004,0.06,0.45,Living Room,9,3,0,26.7,1,1,50.8,48.6,,High,6.41,1,0,0,56.1,0,0,4.2,60.4
2024-03-10 10:00:00,21.2,0,139.5,75.3,1,0,478.5,0,0.036,0,0,0,0.001,0.036,0.27,Living Room,10,3,0,20.9,1,0,46.7,50.3,,High,8.52,1,0,0,35.6,0,0,0.8,36.5
2024-03-10 11:00:00,23.3,0,124.3,46.2,0,0,326.3,0,0.069,0,0,0,0.007,0.076,0.57,Living Room,11,3,0,22.7,1,0,52.6,54.9,,High,7.17,1,0,0,68.8,0,0,7.4,76.2
2024-03-10 12:00:00,23.2,0,121.4,38.4,1,0,694,0,0.048,0,0,0,0.008,0.056,0.42,Living Room,12,3,0,23.9,1,0,54.7,52.6,,High,5.52,1,0,0,47.8,0,0,8.1,55.9
2024-03-10 13:00:00,26.7,0,151.8,64.1,0,0,746.7,0,0.065,0,0,0,0.006,0.071,0.53,Living Room,13,3,0,25.8,1,0,51,55.9,,High,7.18,1,0,0,64.7,0,0,6.4,71.2
2024-03-10 14:00:00,23.1,0,123.3,54.2,0,1,683.7,0,0.058,0,0,0,0.008,0.066,0.49,Living Room,14,3,0,22.4,1,1,52.9,54.4,,High,6.98,1,0,0,57.8,0,0,8,65.8
2024-03-10 15:00:00,23.1,0,151.3,63.6,0,0,196.7,0,0.067,0,0,0,0.003,0.07,0.52,Living Room,15,3,0,23.6,1,1,52,53.8,,High,9.68,1,0,0,67,0,0,2.8,69.8
2024-03-10 16:00:00,24.3,0,124.3,67.7,0,1,190.5,0,0.046,0,0,0,0,0.047,0.35,Living Room,16,3,0,23.7,1,0,52.8,57.2,,High,8.77,1,0,0,46.2,0,0,0.5,46.6
2024-03-10 17:00:00,23.4,0,109.4,61.1,0,0,676.9,0,0.058,0,0,0,0.009,0.067,0.5,Living Room,17,3,0,24.2,1,0,52,55.9,,High,8.62,1,0,0,57.9,0,0,9.3,67.1
2024-03-10 18:00:00,23.2,0,146.4,74.7,0,1,541,1,0.063,0,0,0.138,0.001,0.202,1.52,Living Room,18,3,0,23.5,1,0,40.7,41.9,,High,6.4,1,0,0,63,0,137.8,1.4,202.3
2024-03-10 19:00:00,22.7,0,157.6,61.7,0,1,14.1,1,0.057,0,0.08,0.106,0.006,0.249,1.87,Living Room,19,3,0,23.3,1,0,45,46.7,,High,8.3,1,0,0,56.8,79.7,105.9,6.5,248.9
2024-03-10 20:00:00,24.2,0,136.6,67.2,0,0,0.2,1,0.043,0,0.043,0.096,0.008,0.19,1.42,Living Room,20,3,0,23.8,1,1,50.6,53.3,,High,8.76,1,0,0,42.5,43.1,96.2,7.9,189.8
2024-03-10 21:00:00,22.6,0,169.5,58.2,0,1,25.6,1,0.06,0,0.064,0.113,0.009,0.245,1.84,Living Room,21,3,0,22.3,1,1,47.9,50.6,,High,5.71,1,0,0,60,63.9,112.7,8.8,245.5
2024-03-10 22:00:00,26.7,0,164.6,61.2,0,1,1,1,0.048,0,0.036,0.129,0.008,0.221,1.65,Living Room,22,3,0,27.7,1,1,50.1,49,,High,6.82,1,0,0,48.2,35.5,129.3,7.6,220.5
2024-03-10 23:00:00,21.8,0,150.8,57.9,1,0,48.2,1,0.049,0,0.064,0.176,0.007,0.297,2.23,Living Room,23,3,0,21.8,1,0,51.9,55.5,,High,9.64,1,0,0,49,64.4,176.3,7.2,296.9
2024-03-11 00:00:00,24.3,0,139.1,65.8,0,0,1.3,0,0,0,0,0,0,0,0,Living Room,0,3,0,24.8,0,0,54.6,57.1,,Low,1.53,0,0,0,0,0,0,0,0
2024-03-11 01:00:00,23.5,0,151.6,49.2,0,0,43.9,0,0,0,0,0,0,0,0,Living Room,1,3,0,24.5,0,1,49.5,51.3,,Low,1.36,0,0,0,0,0,0,0,0
2024-03-11 02:00:00,23.5,0,136.6,50.5,0,0,23.7,0,0,0,0,0,0,0,0,Living Room,2,3,0,23.1,0,0,48.8,52.7,,Low,0.22,0,0,0,0,0,0,0,0
2024-03-11 03:00:00,23.4,0,157.9,85.8,0,0,14.1,0,0,0,0,0,0,0,0,Living Room,3,3,0,23.6,0,0,51,51.1,,Low,1.33,0,0,0,0,0,0,0,0
2024-03-11 04:00:00,22.1,0,130.7,48.7,0,0,10.3,0,0,0,0,0,0,0,0,Living Room,4,3,0,22.8,0,1,55.5,60.4,,Low,0.65,0,0,0,0,0,0,0,0
2024-03-11 05:00:00,23.2,0,110.4,46.8,0,0,32.5,0,0,0,0,0,0,0,0,Living Room,5,3,0,23.5,0,1,55.8,58.2,,Low,2.64,0,0,0,0,0,0,0,0
2024-03-11 06:00:00,25.9,0,200,58.2,0,0,649.5,0,0.061,0,0,0,0.001,0.062,0.46,Living Room,6,3,0,25,0,1,52,53,,High,5.91,1,0,0,60.7,0,0,1.1,61.9
2024-03-11 07:00:00,23,0,152.3,75.5,0,0,405.9,0,0.031,0,0,0,0.003,0.033,0.25,Living Room,7,3,0,22.6,0,1,44.6,47.5,,High,6.15,1,0,0,30.5,0,0,2.6,33.1
2024-03-11 08:00:00,24.5,0,141.6,54.5,0,1,983.1,0,0.046,0,0,0,0.005,0.051,0.38,Living Room,8,3,0,24.1,0,0,38.9,40.3,,High,6.89,1,0,0,45.6,0,0,5.3,50.9
2024-03-11 09:00:00,23.4,0,122.4,63.1,1,1,904.3,0,0.057,0,0,0,0.009,0.066,0.49,Living Room,9,3,0,22.9,0,0,54.6,52.6,,High,8.85,1,0,0,57.1,0,0,8.5,65.7
2024-03-11 10:00:00,24.5,0,157.2,57.5,0,0,617.7,0,0,0,0,0,0,0,0,Living Room,10,3,0,24.9,0,0,46.9,45.2,,Low,1.38,0,0,0,0,0,0,0,0
2024-03-11 11:00:00,23.8,0,156.3,57.6,0,0,186.8,0,0,0,0,0,0,0,0,Living Room,11,3,0,22.8,0,0,53.7,53.1,,Low,1.37,0,0,0,0,0,0,0,0
2024-03-11 12:00:00,24.2,0,151.3,55.1,0,0,994.1,0,0,0,0,0,0,0,0,Living Room,12,3,0,24.9,0,1,52.4,56.3,,Low,2.26,0,0,0,0,0,0,0,0
2024-03-11 13:00:00,22.4,0,134.5,44.4,0,0,354.5,0,0,0,0,0,0,0,0,Living Room,13,3,0,21.7,0,0,49.4,50.3,,Low,2.65,0,0,0,0,0,0,0,0
2024-03-11 14:00:00,24.7,0,178.8,56.2,0,0,541.5,0,0,0,0,0,0,0,0,Living Room,14,3,0,25.5,0,1,47.2,48.9,,Low,0.48,0,0,0,0,0,0,0,0
2024-03-11 15:00:00,23.3,0,149.5,70,0,0,443.2,0,0,0,0,0,0,0,0,Living Room,15,3,0,23.9,0,0,48.8,52.8,,Low,2.12,0,0,0,0,0,0,0,0
2024-03-11 16:00:00,26,0,166.4,62.4,0,0,315.8,0,0,0,0,0,0,0,0,Living Room,16,3,0,25.7,0,0,45.5,42.7,,Low,1.59,0,0,0,0,0,0,0,0
2024-03-11 17:00:00,23.2,0,145.5,60.9,0,0,607,0,0,0,0,0,0,0,0,Living Room,17,3,0,23.4,0,0,47.7,51.3,,Low,1.88,0,0,0,0,0,0,0,0
2024-03-11 18:00:00,24.6,0,148.3,60.6,0,0,308.2,1,0.067,0,0,0.066,0.008,0.141,1.06,Living Room,18,3,0,23.9,0,1,45.8,43.8,,High,7.77,1,0,0,67.4,0,66.1,8,141.5
2024-03-11 19:00:00,22.8,0,150.3,73.1,0,0,29.6,1,0.069,0,0.072,0.174,0.002,0.318,2.39,Living Room,19,3,0,23,0,0,58.3,62.2,,High,8.61,1,0,0,69.5,72.2,174.1,2.4,318.2
2024-03-11 20:00:00,26.3,0,154.7,84.4,1,1,43,1,0.065,0,0.058,0.171,0.001,0.295,2.21,Living Room,20,3,0,26.9,0,0,54.2,54.5,,High,7.62,1,0,0,64.7,57.9,171.1,1.4,295.1
2024-03-11 21:00:00,23.3,0,200,56.8,0,1,10.6,1,0.069,0,0.054,0.058,0.002,0.183,1.37,Living Room,21,3,0,24.2,0,0,50.4,52.7,,High,7.83,1,0,0,68.9,53.8,58,2.3,183
2024-03-11 22:00:00,24,0,158.9,63.2,0,0,13.7,1,0.057,0,0.075,0.055,0.008,0.195,1.46,Living Room,22,3,0,24.3,0,0,51,49.7,,High,7.03,1,0,0,57.2,75.3,54.9,7.6,195.1
2024-03-11 23:00:00,22.6,0,173.6,64,0,0,41,0,0,0,0,0,0,0,0,Living Room,23,3,0,22.8,0,0,49.2,46.8,,Low,2.12,0,0,0,0,0,0,0,0
2024-03-12 00:00:00,25.3,0,139.3,61.8,0,0,43.4,0,0,0,0,0,0,0,0,Living Room,0,3,0,24.7,0,1,46.2,49.6,,Low,2.75,0,0,0,0,0,0,0,0
2024-03-12 01:00:00,25.1,0,100,45.4,0,0,38.2,0,0,0,0,0,0,0,0,Living Room,1,3,0,24.4,0,0,57.4,59.4,,Low,0.96,0,0,0,0,0,0,0,0
2024-03-12 02:00:00,24.2,0,146.3,64.7,0,0,27.2,0,0,0,0,0,0,0,0,Living Room,2,3,0,23.5,0,1,45.1,49.7,,Low,0.22,0,0,0,0,0,0,0,0
2024-03-12 03:00:00,27.2,0,109.7,53.1,0,0,7.7,0,0,0,0,0,0,0,0,Living Room,3,3,0,27.4,0,0,49.9,53.1,,Low,0.98,0,0,0,0,0,0,0,0
2024-03-12 04:00:00,23.7,0,146.5,58.2,0,0,6.9,0,0,0,0,0,0,0,0,Living Room,4,3,0,23.5,0,0,50.6,52.7,,Low,2.43,0,0,0,0,0,0,0,0
2024-03-12 05:00:00,22.5,0,152.3,60.9,0,0,40.9,0,0,0,0,0,0,0,0,Living Room,5,3,0,23,0,0,53.3,54.4,,Low,1.3,0,0,0,0,0,0,0,0
2024-03-12 06:00:00,24.7,0,158.2,42.9,0,1,772.3,0,0.031,0,0,0,0.001,0.033,0.25,Living Room,6,3,0,24.6,0,0,47.8,45.9,,High,8.48,1,0,0,31.4,0,0,1.4,32.8
2024-03-12 07:00:00,24.4,0,168.6,70.7,1,1,237.1,0,0.037,0,0,0,0.005,0.042,0.31,Living Room,7,3,0,24.4,0,0,53.1,51.7,,High,6.37,1,0,0,36.8,0,0,4.7,41.5
2024-03-12 08:00:00,23.9,0,168.9,53.4,1,0,512.5,0,0.063,0,0,0,0.007,0.07,0.53,Living Room,8,3,0,23.9,0,0,53.4,56.8,,High,7.96,1,0,0,62.8,0,0,7.2,70.1
2024-03-12 09:00:00,24.4,0,156.8,65.6,0,0,308.6,0,0.033,0,0,0,0.002,0.035,0.26,Living Room,9,3,0,24,0,0,46.1,49.1,,High,7.93,1,0,0,32.9,0,0,2.3,35.2
2024-03-12 10:00:00,23.9,0,144.9,82.5,0,0,722.2,0,0,0,0,0,0,0,0,Living Room,10,3,0,24.7,0,0,48.1,48.2,,Low,1.37,0,0,0,0,0,0,0,0
2024-03-12 11:00:00,24.9,0,129.5,63,0,0,410.2,0,0,0,0,0,0,0,0,Living Room,11,3,0,25.5,0,0,47.9,45.4,,Low,1.4,0,0,0,0,0,0,0,0
2024-03-12 12:00:00,24.3,0,174.9,46.2,0,0,869.3,0,0,0,0,0,0,0,0,Living Room,12,3,0,24,0,1,54.7,51.8,,Low,1.35,0,0,0,0,0,0,0,0
2024-03-12 13:00:00,22.7,0,157.6,42.4,0,0,920.8,0,0,0,0,0,0,0,0,Living Room,13,3,0,22.8,0,0,45.1,45.5,,Low,0.7,0,0,0,0,0,0,0,0
2024-03-12 14:00:00,23,0,153.3,58.7,0,0,572.1,0,0,0,0,0,0,0,0,Living Room,14,3,0,23,0,0,46.9,44.3,,Low,2.45,0,0,0,0,0,0,0,0
2024-03-12 15:00:00,24.2,0,168.1,57.1,0,0,621.8,0,0,0,0,0,0,0,0,Living Room,15,3,0,24.8,0,1,49.5,51.1,,Low,2.02,0,0,0,0,0,0,0,0
2024-03-12 16:00:00,25.2,0,135.6,61.5,0,0,192.1,0,0,0,0,0,0,0,0,Living Room,16,3,0,25.2,0,1,46.5,45.9,,Low,1.96,0,0,0,0,0,0,0,0
2024-03-12 17:00:00,22.8,0,140.6,81.4,0,0,335.5,0,0,0,0,0,0,0,0,Living Room,17,3,0,22,0,1,47.9,50,,Low,0.38,0,0,0,0,0,0,0,0
2024-03-12 18:00:00,23.4,0,186.4,67.9,0,1,275.7,1,0.049,0,0,0.082,0.001,0.131,0.98,Living Room,18,3,0,23.1,0,0,53.3,56.3,,High,6.39,1,0,0,48.5,0,81.9,0.6,131
2024-03-12 19:00:00,25.4,0,165.9,68.5,0,1,44.1,1,0.054,0,0.03,0.086,0,0.17,1.27,Living Room,19,3,0,24.8,0,0,49.3,53.9,,High,5.01,1,0,0,54,30.4,85.5,0.1,169.9
2024-03-12 20:00:00,22.6,0,129.4,54.7,0,0,20.9,1,0.05,0,0.055,0.169,0.009,0.283,2.13,Living Room,20,3,0,23.4,0,0,48.5,52.2,,High,8.92,1,0,0,50.1,55.2,169.2,8.8,283.4
2024-03-12 21:00:00,23.9,0,176.1,53.8,0,1,29.6,1,0.031,0,0.04,0.138,0.003,0.213,1.59,Living Room,21,3,0,23.2,0,0,53.2,57.5,,High,5.74,1,0,0,30.8,40.1,138.3,3.4,212.5
2024-03-12 22:00:00,22.8,0,125.7,47.7,0,1,31.8,1,0.065,0,0.077,0.193,0.002,0.336,2.52,Living Room,22,3,0,22.9,0,0,55,58.3,,High,8.49,1,0,0,64.6,76.7,192.9,1.8,335.9
2024-03-12 23:00:00,23.3,0,183.5,73.2,0,0,5.2,0,0,0,0,0,0,0,0,Living Room,23,3,0,23.3,0,1,42.6,47.5,,Low,2.68,0,0,0,0,0,0,0,0
2024-03-13 00:00:00,22.9,0,136.6,76.1,0,0,20,0,0,0,0,0,0,0,0,Living Room,0,3,0,22.5,0,0,52.2,57.1,,Low,0.7,0,0,0,0,0,0,0,0
2024-03-13 01:00:00,24.8,0,157.7,45,0,0,45.2,0,0,0,0,0,0,0,0,Living Room,1,3,0,25.3,0,1,50.3,49.7,,Low,1.56,0,0,0,0,0,0,0,0
2024-03-13 02:00:00,26,0,157.6,59.1,0,0,31,0,0,0,0,0,0,0,0,Living Room,2,3,0,26.9,0,0,49.8,49.6,,Low,1.83,0,0,0,0,0,0,0,0
