Timestamp,Bathroom Temperature (°C),Bathroom Humidity (%),Bathroom Absolute Humidity (g/m³),Geyser_Power (W),Lights_Power (W),Exhaust_Fan_Power (W),Small_Appliances_Power (W),Outdoor Humidity (%),Occupancy,Bathroom_Total_Power (W),Bathroom_Energy (kWh),Outdoor Temperature (°C)
2024-01-30 10:00:00,16,74.9,10.18,0,0,0,0,71.5,FALSE,0,0,12.7
2024-01-30 11:00:00,15.5,73.2,9.7,0,0,0,0,67.6,FALSE,0,0,14.9
2024-01-30 12:00:00,15.7,74.2,9.92,0,0,0,0,73.2,FALSE,0,0,14.6
2024-01-30 13:00:00,15.3,72.4,9.43,0,0,0,0,65.8,FALSE,0,0,13.2
2024-01-30 14:00:00,14.6,72.3,9.05,0,0,0,0,66.2,FALSE,0,0,15
2024-01-30 15:00:00,14.8,74.4,9.42,0,0,0,0,68.2,FALSE,0,0,15.3
2024-01-30 16:00:00,15.4,73.7,9.71,0,0,0,0,79.2,FALSE,0,0,13.7
2024-01-30 17:00:00,14.6,73,9.13,0,0,0,0,71.7,FALSE,0,0,13.3
2024-01-30 18:00:00,15.2,74.7,9.72,0,0,0,0,66.7,FALSE,0,0,13.4
2024-01-30 19:00:00,15,75.9,9.7,0,23.5,79,0,77.8,TRUE,102.5,0.102,15
2024-01-30 20:00:00,14.6,74.8,9.35,1508.4,41.3,30.5,0,70,TRUE,1580.2,1.58,12.4
2024-01-30 21:00:00,15.6,75.3,10,0,48.8,64.5,227,70.1,TRUE,340.3,0.34,16.6
2024-01-30 22:00:00,15.5,74.1,9.82,0,25,0,0,68.9,TRUE,25,0.025,15.2
2024-01-30 23:00:00,15,72.3,9.24,0,0,0,0,68.1,FALSE,0,0,15.8
2024-01-31 00:00:00,14.6,72.7,9.09,0,0,0,0,69.1,FALSE,0,0,15.5
2024-01-31 01:00:00,15.1,75.2,9.7,0,0,0,0,66,FALSE,0,0,11.5
2024-01-31 02:00:00,15.5,73.1,9.67,0,0,0,0,70.8,FALSE,0,0,15.2
2024-01-31 03:00:00,15,73.4,9.42,0,0,0,0,64.4,FALSE,0,0,14.1
2024-01-31 04:00:00,15.2,75.4,9.76,0,0,0,0,70.1,FALSE,0,0,14.5
2024-01-31 05:00:00,15.3,74,9.65,1574.8,0,58.2,0,71.1,FALSE,1633,1.633,15.4
2024-01-31 06:00:00,14.9,75.5,9.62,1465.6,54.1,76.7,0,68.5,TRUE,1596.4,1.596,14.9
2024-01-31 07:00:00,14.9,72.3,9.19,0,21.4,76.5,0,71.3,TRUE,97.9,0.098,14.4
2024-01-31 08:00:00,15.4,73.5,9.66,0,0,38.7,0,72.6,TRUE,38.7,0.039,15.4
2024-01-31 09:00:00,15.5,73.1,9.63,1596.2,0,60.8,0,63.5,TRUE,2094.6,2.095,14.3
2024-01-31 10:00:00,15.8,75.4,10.16,0,0,0,0,74.7,FALSE,0,0,11.6
2024-01-31 11:00:00,15.3,74.9,9.76,0,0,0,0,59.4,FALSE,0,0,13.1
2024-01-31 12:00:00,16,73.6,10.01,0,0,0,0,68.6,FALSE,0,0,16.2
2024-01-31 13:00:00,15.5,74.9,9.89,0,0,0,0,72,FALSE,0,0,13.1
2024-01-31 14:00:00,15.6,73.1,9.7,0,0,0,0,64.7,FALSE,0,0,14.5
2024-01-31 15:00:00,15,75.4,9.67,0,0,0,0,65.3,FALSE,0,0,13.8
2024-01-31 16:00:00,15.8,74.1,9.97,0,0,0,0,65.6,FALSE,0,0,15.8
2024-01-31 17:00:00,15.3,72.9,9.53,0,0,0,0,70.4,FALSE,0,0,14.8
2024-01-31 18:00:00,15.1,73.7,9.53,0,0,0,0,67.7,FALSE,0,0,15.1
2024-01-31 19:00:00,14.7,72.5,9.11,0,28.1,61.3,0,70.7,TRUE,89.4,0.089,13
2024-01-31 20:00:00,15,73.4,9.4,1682.8,35.3,54.3,0,70.7,TRUE,1772.4,1.772,16.1
2024-01-31 21:00:00,15.1,74,9.54,0,31.5,0,172.6,75,TRUE,204.1,0.204,14.8
2024-01-31 22:00:00,15.3,75.9,9.88,0,22.1,39.2,0,57.6,TRUE,61.3,0.061,13.3
2024-01-31 23:00:00,16,73.3,9.99,0,0,0,0,69.6,FALSE,0,0,11.9
2024-02-01 00:00:00,17.2,70.5,10.32,0,0,0,0,71.9,FALSE,0,0,15.1
2024-02-01 01:00:00,17.7,71.9,10.84,0,0,0,0,66.4,FALSE,0,0,18.3
2024-02-01 02:00:00,17.2,70,10.24,0,0,0,0,62.6,FALSE,0,0,16.8
2024-02-01 03:00:00,17.6,72.4,10.86,0,0,0,0,66.9,FALSE,0,0,18.5
2024-02-01 04:00:00,17.6,72.9,10.93,0,0,0,0,63.7,FALSE,0,0,17.7
2024-02-01 05:00:00,17.9,69.7,10.66,1734.7,0,62.2,0,59.5,FALSE,1796.9,1.797,16.4
2024-02-01 06:00:00,16.6,71.3,10.1,1674.6,27,47.7,0,65.1,TRUE,1749.3,1.749,14.4
2024-02-01 07:00:00,17.6,69.7,10.48,0,59.7,58.3,0,65,TRUE,118,0.118,18.4
2024-02-01 08:00:00,17.4,71.6,10.58,0,0,0,0,65.8,TRUE,0,0,18
2024-02-01 09:00:00,16.9,71.9,10.32,1402.5,0,49,0,62.2,TRUE,1451.5,1.452,13.6
2024-02-01 10:00:00,16.9,70.9,10.2,0,0,0,0,63.7,FALSE,0,0,15.8
2024-02-01 11:00:00,17.4,71,10.53,0,0,0,0,60.3,FALSE,0,0,16.8
2024-02-01 12:00:00,17.3,69.6,10.27,0,0,0,0,60.2,FALSE,0,0,15.6
2024-02-01 13:00:00,16.6,72.2,10.22,0,0,0,0,68.8,FALSE,0,0,17.3
2024-02-01 14:00:00,17.9,70.9,10.85,0,0,0,0,60.8,FALSE,0,0,16.7
2024-02-01 15:00:00,17.2,72.7,10.65,0,0,0,0,65.8,FALSE,0,0,17.6
2024-02-01 16:00:00,16.6,72.6,10.22,0,0,0,0,65.3,FALSE,0,0,15.9
2024-02-01 17:00:00,17.5,71.2,10.59,0,0,0,0,55.5,FALSE,0,0,17
2024-02-01 18:00:00,17.5,69.7,10.36,0,0,0,0,69.4,FALSE,0,0,17.1
2024-02-01 19:00:00,16.6,71.1,10.05,0,46.2,79.9,165.1,66.7,TRUE,291.2,0.291,16
2024-02-01 20:00:00,17.2,69.8,10.21,1755.5,23.6,38.6,0,62.1,TRUE,1817.7,1.818,15.9
2024-02-01 21:00:00,17.8,72,10.92,0,21.1,43.8,0,62.1,TRUE,64.9,0.065,16.4
2024-02-01 22:00:00,17.7,70.9,10.69,1279.5,21.9,56.2,184.1,62.2,TRUE,1541.7,1.542,16.2
2024-02-01 23:00:00,17.7,72.9,10.99,0,0,0,0,68.1,FALSE,0,0,15.5
2024-02-02 00:00:00,18,70.2,10.76,0,0,0,0,60.5,FALSE,0,0,15.8
2024-02-02 01:00:00,17.4,70.8,10.52,0,0,0,0,63.2,FALSE,0,0,16.5
2024-02-02 02:00:00,17.2,72.2,10.55,0,0,0,0,58.9,FALSE,0,0,17.7
2024-02-02 03:00:00,16.6,70.3,9.93,0,0,0,0,55.6,FALSE,0,0,17.6
2024-02-02 04:00:00,17,70.8,10.22,0,0,0,0,60.6,FALSE,0,0,13.9
2024-02-02 05:00:00,17.2,71.2,10.4,1754.7,0,36.1,0,69.4,FALSE,1790.8,1.791,17.1
2024-02-02 06:00:00,17.1,72.4,10.54,0,46.9,40.8,0,69.7,TRUE,87.7,0.088,17
2024-02-02 07:00:00,17.5,71.5,10.68,1789.3,29.8,77,129.8,60.7,TRUE,2025.9,2.026,15.5
2024-02-02 08:00:00,16.7,70,9.92,1382.6,0,47.3,0,57.9,TRUE,1429.9,1.43,13.4
2024-02-02 09:00:00,16.7,69.9,9.95,1314.4,0,63.1,0,59.4,TRUE,1377.5,1.377,15.6
2024-02-02 10:00:00,16.5,69.7,9.81,0,0,0,0,66.1,FALSE,0,0,18
2024-02-02 11:00:00,16.8,72.5,10.33,0,0,0,0,65.4,FALSE,0,0,16
2024-02-02 12:00:00,16.9,70.7,10.15,0,0,0,0,67.8,FALSE,0,0,13.7
2024-02-02 13:00:00,17.4,69.5,10.28,0,0,0,0,67.5,FALSE,0,0,15
2024-02-02 14:00:00,17.2,69.8,10.2,0,0,0,0,70.2,FALSE,0,0,15.7
2024-02-02 15:00:00,17.7,69.9,10.58,0,0,0,0,70.3,FALSE,0,0,14.3
2024-02-02 16:00:00,17.1,70.8,10.29,0,0,0,0,62.3,FALSE,0,0,14.7
2024-02-02 17:00:00,18,69.2,10.61,0,0,0,0,65.6,FALSE,0,0,16.4
2024-02-02 18:00:00,17.5,70.2,10.46,0,0,0,0,67.5,FALSE,0,0,17.6
2024-02-02 19:00:00,17,69.7,10.07,0,30.6,62.9,0,61.5,TRUE,93.5,0.094,16.4
2024-02-02 20:00:00,17.1,72.4,10.53,902.6,28.8,61.8,0,67,TRUE,993.2,0.993,16.6
2024-02-02 21:00:00,17.4,70,10.35,813.9,58.4,70.8,0,72.4,TRUE,943.1,0.943,18
2024-02-02 22:00:00,16.9,69.3,9.99,0,35.3,48.9,0,61,TRUE,84.2,0.084,18
2024-02-02 23:00:00,17.6,70.4,10.57,0,0,0,0,60.7,FALSE,0,0,16.1
2024-02-03 00:00:00,17.2,70.1,10.28,0,0,0,0,62.3,FALSE,0,0,17
2024-02-03 01:00:00,17.1,72,10.48,0,0,0,0,67.3,FALSE,0,0,18.8
2024-02-03 02:00:00,17.3,71.9,10.61,0,0,0,0,55.3,FALSE,0,0,16.5
2024-02-03 03:00:00,17,70.2,10.17,0,0,0,0,60.8,FALSE,0,0,15.1
2024-02-03 04:00:00,17.4,71.9,10.68,0,0,0,0,68.7,FALSE,0,0,14.9
2024-02-03 05:00:00,17.9,71.6,10.92,1314.4,0,43.1,0,65.1,FALSE,1357.5,1.357,18
2024-02-03 06:00:00,17.2,71.8,10.5,813,24.4,71.8,0,59.8,TRUE,909.2,0.909,15.9
2024-02-03 07:00:00,17.7,69.1,10.41,1689.2,53.4,75.4,0,60.8,TRUE,1818,1.818,17
2024-02-03 08:00:00,16.8,70.2,10.03,0,0,0,0,66.3,TRUE,0,0,16.3
2024-02-03 09:00:00,17.1,69.1,10.07,0,0,0,0,61.8,TRUE,550.3,0.55,14
2024-02-03 10:00:00,16.7,71.2,10.11,0,0,0,0,62.8,TRUE,0,0,14.4
2024-02-03 11:00:00,16.8,71.8,10.24,0,0,0,0,64.5,TRUE,0,0,16.7
2024-02-03 12:00:00,17.4,70.7,10.46,0,24.7,0,0,67.6,TRUE,24.7,0.025,16.6
2024-02-03 13:00:00,17.3,72.3,10.64,0,0,0,0,60.3,TRUE,0,0,15.6
2024-02-03 14:00:00,17.4,71.6,10.62,0,0,0,193.9,67.6,TRUE,193.9,0.194,12.8
2024-02-03 15:00:00,17.7,70.3,10.62,0,0,0,0,64.8,TRUE,0,0,14.7
2024-02-03 16:00:00,17,69.5,10.05,0,0,0,0,62.1,TRUE,0,0,17.2
2024-02-03 17:00:00,17.4,69.4,10.3,0,0,0,0,57,TRUE,0,0,16.6
2024-02-03 18:00:00,17.7,70.9,10.7,0,59.4,63.2,230.1,71.1,TRUE,352.7,0.353,17.3
2024-02-03 19:00:00,17,71.1,10.31,0,27.2,65.4,0,66.6,TRUE,92.6,0.093,16.4
2024-02-03 20:00:00,17.5,70.2,10.46,903.6,20.1,69.5,0,66.7,TRUE,993.2,0.993,15.5
2024-02-03 21:00:00,17.3,71.4,10.52,0,28.5,48.8,0,65.5,TRUE,77.3,0.077,17.6
2024-02-03 22:00:00,17.8,71.3,10.79,0,57,0,0,66.5,TRUE,57,0.057,14.4
2024-02-03 23:00:00,17.5,69.7,10.36,0,0,0,0,66.9,FALSE,0,0,13.4
2024-02-04 00:00:00,18,71.9,11.03,0,0,0,0,61.4,FALSE,0,0,17.2
2024-02-04 01:00:00,18,69.9,10.72,0,0,0,0,64.2,FALSE,0,0,19.3
2024-02-04 02:00:00,17.6,70.5,10.56,0,0,0,0,67.3,FALSE,0,0,16.7
2024-02-04 03:00:00,18,69.4,10.64,0,0,0,0,63.1,FALSE,0,0,12.9
2024-02-04 04:00:00,18,72.3,11.07,0,0,0,0,58.1,FALSE,0,0,13.7
2024-02-04 05:00:00,17.1,70.7,10.26,1450.3,0,53.1,0,60.4,FALSE,1503.4,1.503,16.7
2024-02-04 06:00:00,17.2,72.7,10.67,1470.7,22.4,79.5,0,66.2,TRUE,1572.6,1.573,12.9
2024-02-04 07:00:00,17.6,69.8,10.45,0,20.4,41.8,0,69,TRUE,62.2,0.062,18.4
2024-02-04 08:00:00,17.3,71.5,10.51,0,20.9,0,0,66.7,TRUE,20.9,0.021,14
2024-02-04 09:00:00,16.6,72.1,10.17,1533.9,0,67.6,0,60.5,TRUE,2217.3,2.217,17.1
2024-02-04 10:00:00,16.5,71,9.98,0,0,0,0,57.5,TRUE,0,0,16.4
2024-02-04 11:00:00,18,70.8,10.85,0,0,0,0,65.5,TRUE,0,0,14.6
2024-02-04 12:00:00,16.6,71.2,10.04,0,0,0,0,62.4,TRUE,616.8,0.617,14.4
2024-02-04 13:00:00,16.7,71.9,10.2,0,0,0,0,64.5,TRUE,0,0,18.4
2024-02-04 14:00:00,16.8,69.6,9.96,0,0,0,0,69.6,TRUE,0,0,16.9
2024-02-04 15:00:00,17.8,71.4,10.81,0,0,0,0,64.6,TRUE,0,0,17.2
2024-02-04 16:00:00,17,70.5,10.2,0,0,0,0,65.5,TRUE,0,0,16.8
2024-02-04 17:00:00,17.2,70.6,10.34,0,0,0,0,57.2,TRUE,0,0,18.3
2024-02-04 18:00:00,17,70.3,10.15,0,57.4,0,0,68.9,TRUE,57.4,0.057,15.9
2024-02-04 19:00:00,17.5,71.5,10.69,0,39,0,0,64.9,TRUE,39,0.039,17.6
2024-02-04 20:00:00,16.8,70.3,10.04,1734.2,26.3,61.4,0,66.7,TRUE,1821.9,1.822,17.6
2024-02-04 21:00:00,17.5,69.7,10.39,0,55.2,42.1,0,61.9,TRUE,97.3,0.097,14.9
2024-02-04 22:00:00,16.6,70.7,9.97,812.5,20.9,72.1,0,61.5,TRUE,905.5,0.906,18.1
2024-02-04 23:00:00,16.7,69.1,9.81,0,0,0,0,68.5,FALSE,0,0,14.5
2024-02-05 00:00:00,17.9,69.4,10.57,0,0,0,0,71.1,FALSE,0,0,17.8
2024-02-05 01:00:00,17.2,71.3,10.47,0,0,0,0,63.8,FALSE,0,0,16
2024-02-05 02:00:00,16.7,69.8,9.89,0,0,0,0,59.6,FALSE,0,0,18.8
2024-02-05 03:00:00,16.8,69.9,10.01,0,0,0,0,62,FALSE,0,0,18.5
2024-02-05 04:00:00,17.4,71.8,10.63,0,0,0,0,63.1,FALSE,0,0,15.2
2024-02-05 05:00:00,17.8,71.8,10.92,965.6,0,55.2,0,57.7,FALSE,1020.8,1.021,14.7
2024-02-05 06:00:00,17.3,70.9,10.43,0,33,0,0,63.2,TRUE,33,0.033,15.3
2024-02-05 07:00:00,17.5,69.1,10.28,0,29.9,30.8,0,73.4,TRUE,60.7,0.061,15.5
2024-02-05 08:00:00,16.6,69.4,9.8,1789.3,0,71.4,0,65.5,TRUE,1860.7,1.861,15.7
2024-02-05 09:00:00,17.8,71.5,10.87,0,39.5,49.1,105.9,64.8,TRUE,194.5,0.194,15.6
2024-02-05 10:00:00,17.2,72.6,10.63,0,0,0,0,67.9,FALSE,0,0,14
2024-02-05 11:00:00,17.5,72.5,10.77,0,0,0,0,70.3,FALSE,0,0,14.7
2024-02-05 12:00:00,16.8,70.8,10.12,0,0,0,0,68.1,FALSE,0,0,16
2024-02-05 13:00:00,17.4,72.8,10.75,0,0,0,0,69,FALSE,0,0,17.8
2024-02-05 14:00:00,17.8,69.4,10.52,0,0,0,0,66.2,FALSE,0,0,16.4
2024-02-05 15:00:00,17.1,71.4,10.37,0,0,0,0,62.6,FALSE,0,0,15.3
2024-02-05 16:00:00,17.2,69.7,10.2,0,0,0,0,59.7,FALSE,0,0,15.9
2024-02-05 17:00:00,17.1,72.6,10.57,0,0,0,0,63.8,FALSE,0,0,17.3
2024-02-05 18:00:00,17.6,69.2,10.39,0,0,0,0,65,FALSE,0,0,12.8
2024-02-05 19:00:00,16.8,71,10.17,0,35.2,35.1,147.5,71.2,TRUE,217.8,0.218,16.9
2024-02-05 20:00:00,16.8,72.2,10.31,1515.3,51.3,75.2,0,69.5,TRUE,1641.8,1.642,15.2
2024-02-05 21:00:00,17.7,70,10.52,1124,41.2,62.3,187.9,52.3,TRUE,1415.4,1.415,18.8
2024-02-05 22:00:00,17.2,70.5,10.28,0,43.9,0,0,62.6,TRUE,43.9,0.044,16.5
2024-02-05 23:00:00,17.5,69.1,10.29,0,0,0,0,65.2,FALSE,0,0,13.3
2024-02-06 00:00:00,16.6,70.8,9.98,0,0,0,0,66.9,FALSE,0,0,14.2
2024-02-06 01:00:00,17.2,70.7,10.33,0,0,0,0,71.8,FALSE,0,0,17.4
2024-02-06 02:00:00,17,72.3,10.45,0,0,0,0,55.4,FALSE,0,0,15.4
2024-02-06 03:00:00,17,69.8,10.09,0,0,0,0,58.7,FALSE,0,0,14.1
2024-02-06 04:00:00,17,69.6,10.1,0,0,0,0,62.5,FALSE,0,0,17.8
2024-02-06 05:00:00,17.6,69.1,10.37,1298.9,0,59.3,0,62.8,FALSE,1358.2,1.358,13.1
2024-02-06 06:00:00,16.9,69.9,10.02,0,53.6,66.7,0,69.3,TRUE,120.3,0.12,16.5
2024-02-06 07:00:00,17,71.7,10.35,1652.6,21.6,76.2,0,66.4,TRUE,1750.4,1.75,14.1
2024-02-06 08:00:00,17.1,71.1,10.34,0,0,54.1,0,69.6,TRUE,54.1,0.054,17
2024-02-06 09:00:00,17.9,72.9,11.15,1702.9,0,73.5,0,65.3,TRUE,1776.4,1.776,15.1
2024-02-06 10:00:00,16.6,69.1,9.75,0,0,0,0,60.3,FALSE,0,0,15.5
2024-02-06 11:00:00,16.8,72.4,10.33,0,0,0,0,69.2,FALSE,0,0,18.6
2024-02-06 12:00:00,17.7,72.1,10.86,0,0,0,0,62.9,FALSE,0,0,17.3
2024-02-06 13:00:00,17.9,69.7,10.63,0,0,0,0,67.9,FALSE,0,0,17.2
2024-02-06 14:00:00,17.2,69.3,10.15,0,0,0,0,60.6,FALSE,0,0,17.7
2024-02-06 15:00:00,16.9,69.6,10.01,0,0,0,0,64.7,FALSE,0,0,15.4
2024-02-06 16:00:00,17.9,71.2,10.87,0,0,0,0,62.5,FALSE,0,0,16.5
2024-02-06 17:00:00,16.9,70.2,10.09,0,0,0,0,65.3,FALSE,0,0,15.7
2024-02-06 18:00:00,17.8,71.4,10.84,0,0,0,0,66.2,FALSE,0,0,16.6
2024-02-06 19:00:00,17,69.5,10.08,0,22.5,64.8,0,65.6,TRUE,87.3,0.087,14.6
2024-02-06 20:00:00,17.3,70.4,10.39,1571.8,41.4,75.9,0,63.1,TRUE,1689.1,1.689,14.4
2024-02-06 21:00:00,16.8,73,10.41,0,54.1,79.7,0,57.6,TRUE,133.8,0.134,17.3
2024-02-06 22:00:00,16.5,69,9.7,0,57.7,71.6,0,67.7,TRUE,129.3,0.129,16
2024-02-06 23:00:00,16.9,69.4,9.99,0,0,0,0,61.2,FALSE,0,0,13.1
2024-02-07 00:00:00,16.5,71,9.99,0,0,0,0,69.1,FALSE,0,0,16.1
2024-02-07 01:00:00,16.8,71.9,10.26,0,0,0,0,65.6,FALSE,0,0,13.8
2024-02-07 02:00:00,16.8,69.3,9.94,0,0,0,0,68,FALSE,0,0,15.6
2024-02-07 03:00:00,16.9,71.7,10.31,0,0,0,0,64.7,FALSE,0,0,15.1
2024-02-07 04:00:00,17.3,69.6,10.27,0,0,0,0,69.2,FALSE,0,0,14.4
2024-02-07 05:00:00,17.4,72.8,10.77,1113.6,0,30.4,0,64.2,FALSE,1144,1.144,15
2024-02-07 06:00:00,16.9,72.5,10.45,939.4,21.2,51.2,0,69.9,TRUE,1011.8,1.012,16.8
2024-02-07 07:00:00,17.3,72.1,10.64,0,49.9,74.3,0,53.7,TRUE,124.2,0.124,17.5
2024-02-07 08:00:00,17.5,69.7,10.39,1365,0,66.6,0,59.6,TRUE,1965.4,1.965,15.3
2024-02-07 09:00:00,17.1,70.1,10.18,1741.5,0,49.5,0,61,TRUE,2370.9,2.371,15.6
2024-02-07 10:00:00,17.2,71.4,10.48,0,0,0,0,70.6,FALSE,0,0,16.9
2024-02-07 11:00:00,17.2,69.2,10.11,0,0,0,0,60.8,FALSE,0,0,17
2024-02-07 12:00:00,16.5,72.3,10.17,0,0,0,0,72.1,FALSE,0,0,15
2024-02-07 13:00:00,17.7,69.3,10.47,0,0,0,0,65.4,FALSE,0,0,16.4
2024-02-07 14:00:00,17.7,71.2,10.76,0,0,0,0,64.3,FALSE,0,0,18.3
2024-02-07 15:00:00,17,70.8,10.24,0,0,0,0,68.9,FALSE,0,0,15.8
2024-02-07 16:00:00,17.7,72.4,10.9,0,0,0,0,67.6,FALSE,0,0,17.5
2024-02-07 17:00:00,17.9,72.7,11.07,0,0,0,0,60.6,FALSE,0,0,15.5
2024-02-07 18:00:00,16.9,72.2,10.4,0,0,0,0,64.6,FALSE,0,0,15.7
2024-02-07 19:00:00,16.6,72.8,10.26,0,51.4,0,0,62.8,TRUE,51.4,0.051,14.2
2024-02-07 20:00:00,17.8,72.8,11.05,1553.5,38.6,44.8,0,65.3,TRUE,1636.9,1.637,15.7
2024-02-07 21:00:00,17.1,72.1,10.46,1322,28,37.5,0,63.9,TRUE,1387.5,1.387,16.7
2024-02-07 22:00:00,17.9,71.5,10.9,0,22.3,31.3,0,66.9,TRUE,53.6,0.054,15.8
2024-02-07 23:00:00,17.4,72.9,10.83,0,0,0,0,65.3,FALSE,0,0,17.3
2024-02-08 00:00:00,16.6,72.4,10.26,0,0,0,0,59.5,FALSE,0,0,14.3
2024-02-08 01:00:00,17.2,72.4,10.62,0,0,0,0,65.6,FALSE,0,0,14.4
2024-02-08 02:00:00,17,69.7,10.07,0,0,0,0,70.6,FALSE,0,0,13.2
2024-02-08 03:00:00,17.2,71,10.36,0,0,0,0,60.6,FALSE,0,0,14.5
2024-02-08 04:00:00,16.7,72.4,10.26,0,0,0,0,62.9,FALSE,0,0,15.8
2024-02-08 05:00:00,17.4,72.1,10.68,1469.2,0,43,0,63.7,FALSE,1512.2,1.512,16.8
2024-02-08 06:00:00,17.5,72.2,10.78,0,38.2,58.4,0,63.8,TRUE,96.6,0.097,16.8
2024-02-08 07:00:00,16.8,69.1,9.91,0,22.3,64.9,0,58.7,TRUE,87.2,0.087,16.1
2024-02-08 08:00:00,17.3,71,10.48,1528.7,0,56.9,0,58.7,TRUE,1585.6,1.586,14.2
2024-02-08 09:00:00,16.7,69.9,9.94,1084.7,35,60.3,0,69,TRUE,1180,1.18,15.8
2024-02-08 10:00:00,18,72.4,11.09,0,0,0,0,64.2,FALSE,0,0,15.1
2024-02-08 11:00:00,17.9,69.3,10.56,0,0,0,0,68.5,FALSE,0,0,16.4
2024-02-08 12:00:00,16.6,72.8,10.26,0,0,0,0,67.2,FALSE,0,0,14.7
2024-02-08 13:00:00,17.8,70,10.63,0,0,0,0,63.9,FALSE,0,0,16.6
2024-02-08 14:00:00,17.4,71.4,10.54,0,0,0,0,70.1,FALSE,0,0,14.6
2024-02-08 15:00:00,16.7,70.1,9.97,0,0,0,0,65.6,FALSE,0,0,15.4
2024-02-08 16:00:00,16.9,70.1,10.05,0,0,0,0,67,FALSE,0,0,16.9
2024-02-08 17:00:00,16.6,69.5,9.8,0,0,0,0,71.7,FALSE,0,0,15.3
2024-02-08 18:00:00,16.6,70.6,9.99,0,0,0,0,61.9,FALSE,0,0,16.8
2024-02-08 19:00:00,16.7,72.7,10.34,0,36.5,39.8,0,68.6,TRUE,76.3,0.076,14.8
2024-02-08 20:00:00,16.7,71.1,10.08,1097.6,45,45.5,201.4,65.2,TRUE,1389.5,1.389,15.3
2024-02-08 21:00:00,17.5,69.5,10.38,0,42.6,58.7,232.3,60.4,TRUE,333.6,0.334,15.9
2024-02-08 22:00:00,17.5,69.7,10.38,0,36.1,48.2,0,61.8,TRUE,84.3,0.084,15.9
2024-02-08 23:00:00,16.6,69.5,9.83,0,0,0,0,70.7,FALSE,0,0,17.5
2024-02-09 00:00:00,17.9,71.2,10.88,0,0,0,0,72.3,FALSE,0,0,15.4
2024-02-09 01:00:00,17.1,71.2,10.33,0,0,0,0,61,FALSE,0,0,14.8
2024-02-09 02:00:00,17.8,70.9,10.75,0,0,0,0,67.3,FALSE,0,0,15.6
2024-02-09 03:00:00,17.5,72.6,10.84,0,0,0,0,63.2,FALSE,0,0,15.2
2024-02-09 04:00:00,17.4,71.7,10.6,0,0,0,0,73.1,FALSE,0,0,14.5
2024-02-09 05:00:00,16.9,72.2,10.39,1058,0,45.3,0,69,FALSE,1103.3,1.103,16.5
2024-02-09 06:00:00,17.4,71.8,10.65,0,24.8,63.8,0,65.1,TRUE,88.6,0.089,17.6
2024-02-09 07:00:00,17.9,72.3,11.02,1183.3,36.3,33,0,63.4,TRUE,1252.6,1.253,15.1
2024-02-09 08:00:00,17.7,70.7,10.68,0,0,0,226.4,64.7,TRUE,226.4,0.226,18
2024-02-09 09:00:00,17.3,69.8,10.26,0,0,0,0,65.6,TRUE,0,0,15
2024-02-09 10:00:00,17.7,72.6,10.95,0,0,0,0,68.1,FALSE,0,0,12.5
2024-02-09 11:00:00,16.8,72.4,10.32,0,0,0,0,59.3,FALSE,0,0,16.5
2024-02-09 12:00:00,16.6,71.5,10.09,0,0,0,0,64.3,FALSE,0,0,17.7
2024-02-09 13:00:00,17,69.9,10.1,0,0,0,0,54.4,FALSE,0,0,18.2
2024-02-09 14:00:00,18,71.7,10.99,0,0,0,0,63.2,FALSE,0,0,16.2
2024-02-09 15:00:00,17.7,71,10.7,0,0,0,0,67,FALSE,0,0,15.1
2024-02-09 16:00:00,17.4,70,10.37,0,0,0,0,65.4,FALSE,0,0,18.3
2024-02-09 17:00:00,17.6,70,10.52,0,0,0,0,64.4,FALSE,0,0,14.5
2024-02-09 18:00:00,17.8,72.3,10.98,0,0,0,0,63.6,FALSE,0,0,16.1
2024-02-09 19:00:00,17.7,71,10.71,0,27,49.9,0,59.7,TRUE,76.9,0.077,16.4
2024-02-09 20:00:00,17.3,71.1,10.5,800.5,43.6,66.9,0,64.9,TRUE,911,0.911,16
2024-02-09 21:00:00,16.8,70,10.04,0,36.9,67.8,0,71.7,TRUE,104.7,0.105,13.7
2024-02-09 22:00:00,17.3,69.6,10.23,0,20.5,0,0,66.1,TRUE,20.5,0.02,17.6
2024-02-09 23:00:00,17.8,70.5,10.72,0,0,0,0,66.6,FALSE,0,0,17.6
2024-02-10 00:00:00,16.5,72.5,10.19,0,0,0,0,57.7,FALSE,0,0,18.5
2024-02-10 01:00:00,17.4,71.4,10.61,0,0,0,0,55.2,FALSE,0,0,16.4
2024-02-10 02:00:00,17.2,71.9,10.52,0,0,0,0,66.3,FALSE,0,0,16.7
2024-02-10 03:00:00,16.6,69.4,9.79,0,0,0,0,61.7,FALSE,0,0,14.9
2024-02-10 04:00:00,17.7,71.9,10.85,0,0,0,0,68.6,FALSE,0,0,16
2024-02-10 05:00:00,17.2,69.6,10.16,1562.7,0,47.5,0,64,FALSE,1610.2,1.61,14.8
2024-02-10 06:00:00,17,70.7,10.22,0,52.3,40.5,0,59.8,TRUE,92.8,0.093,14.8
2024-02-10 07:00:00,17.7,71.7,10.8,1330.5,38.1,50.7,153.6,69.4,TRUE,1572.9,1.573,13.7
2024-02-10 08:00:00,17.8,72.6,10.99,0,0,0,205.5,70.1,TRUE,205.5,0.205,17.4
