Datetime,LivingRoom_Energy_kWh,Bathroom1_Energy_kWh,Bathroom2_Energy_kWh,Bedroom1_Energy_kWh,Bedroom2_Energy_kWh,Kitchen_Energy_kWh,Total_Energy_kWh
2024-03-16 13:00:00,0.076,0.188,0.247,0.188,0.042,2.806,3.547
2024-03-16 14:00:00,0.059,0,0.039,0.096,0.207,3.047,3.448
2024-03-16 15:00:00,0.035,0.205,0,0.111,0.152,0.18,0.683
2024-03-16 16:00:00,0.062,0,0,0.168,0.177,0.18,0.587
2024-03-16 17:00:00,0.05,0,0,0.163,0.172,0.871,1.256
2024-03-16 18:00:00,0.237,0.086,0.115,0.349,0.257,2.798,3.842
2024-03-16 19:00:00,0.207,0.265,0.102,0.492,0.272,2.616,3.954
2024-03-16 20:00:00,0.238,0.052,0.105,0.403,0.255,2.587,3.64
2024-03-16 21:00:00,0.226,0.107,0.253,0.332,0.371,1.568,2.857
2024-03-16 22:00:00,0.208,0.324,0.111,0.419,0.309,0.18,1.551
2024-03-16 23:00:00,0.164,0,0,0.266,0.352,0.18,0.962
2024-03-17 00:00:00,0,0,0,0.125,0.171,0.18,0.476
2024-03-17 01:00:00,0,0,0,0.057,0.139,0.18,0.376
2024-03-17 02:00:00,0,0,0,0.147,0.197,0.18,0.524
2024-03-17 03:00:00,0,0,0,0.143,0.087,0.18,0.41
2024-03-17 04:00:00,0,0.098,0,0.19,0.122,0.18,0.59
2024-03-17 05:00:00,0,0.063,0,0.214,0.162,0.18,0.619
2024-03-17 06:00:00,0.068,0,0.081,0.218,0.203,1.323,1.893
2024-03-17 07:00:00,0.05,0.054,0.022,0.164,0.112,3.166,3.568
2024-03-17 08:00:00,0.052,0.044,0,0.14,0.126,2.755,3.117
2024-03-17 09:00:00,0.07,0,0,0.193,0.11,4.139,4.512
2024-03-17 10:00:00,0.037,0.673,0,0.071,0.144,0.18,1.105
2024-03-17 11:00:00,0.064,0,0,0.081,0.093,0.18,0.418
2024-03-17 12:00:00,0.067,0,0,0.133,0.138,1.585,1.923
2024-03-17 13:00:00,0.035,0,0,0.093,0.136,2.629,2.893
2024-03-17 14:00:00,0.072,0,0,0.072,0.045,2.778,2.967
2024-03-17 15:00:00,0.064,0,0.112,0.054,0.179,0.18,0.589
2024-03-17 16:00:00,0.036,0,0,0.09,0.141,0.18,0.447
2024-03-17 17:00:00,0.042,0,0,0.161,0.069,0.825,1.097
2024-03-17 18:00:00,0.166,0,0.085,0.368,0.301,2.566,3.486
2024-03-17 19:00:00,0.259,0.195,0.109,0.315,0.454,2.461,3.793
2024-03-17 20:00:00,0.26,0,0.094,0.248,0.307,2.668,3.577
2024-03-17 21:00:00,0.261,0.053,0.088,0.344,0.288,1.486,2.52
2024-03-17 22:00:00,0.246,0.101,0.324,0.489,0.517,0.18,1.857
2024-03-17 23:00:00,0.155,0,0,0.389,0.433,0.18,1.157
2024-03-18 00:00:00,0,0,0,0.047,0.164,0.18,0.391
2024-03-18 01:00:00,0,0,0,0.225,0.145,0.18,0.55
2024-03-18 02:00:00,0,0,0,0.186,0.107,0.18,0.473
2024-03-18 03:00:00,0,0,0,0.142,0.089,0.18,0.411
2024-03-18 04:00:00,0,0.093,0,0.109,0.203,0.18,0.585
2024-03-18 05:00:00,0,0,0,0.219,0.107,0.18,0.506
2024-03-18 06:00:00,0.059,0.087,0.12,0.213,0.127,0.18,0.786
2024-03-18 07:00:00,0.064,0.069,0.092,0.108,0.143,3.389,3.865
2024-03-18 08:00:00,0.077,0,0.033,0.25,0.212,3.648,4.22
2024-03-18 09:00:00,0.042,0.067,0,0.154,0.106,2.615,2.984
2024-03-18 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-18 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-18 12:00:00,0,0,0,0,0,1.465,1.465
2024-03-18 13:00:00,0,0,0,0,0,2.729,2.729
2024-03-18 14:00:00,0,0,0,0,0,2.56,2.56
2024-03-18 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-18 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-18 17:00:00,0,0,0,0,0,0.872,0.872
2024-03-18 18:00:00,0.153,0.103,0,0,0,2.511,2.767
2024-03-18 19:00:00,0.219,0,0.284,0.299,0.34,2.663,3.805
2024-03-18 20:00:00,0.225,0.064,0.077,0.388,0.347,2.903,4.004
2024-03-18 21:00:00,0.301,0.058,0.177,0.34,0.403,1.785,3.064
2024-03-18 22:00:00,0.168,0.092,0.113,0.343,0.411,0.18,1.307
2024-03-18 23:00:00,0,0,0,0.363,0.312,0.18,0.855
2024-03-19 00:00:00,0,0,0,0.134,0.21,0.18,0.524
2024-03-19 01:00:00,0,0,0,0.113,0.091,0.18,0.384
2024-03-19 02:00:00,0,0,0,0.148,0.145,0.18,0.473
2024-03-19 03:00:00,0,0,0,0.13,0.119,0.18,0.429
2024-03-19 04:00:00,0,0.111,0,0.138,0.139,0.18,0.568
2024-03-19 05:00:00,0,0.105,0,0.225,0.105,0.18,0.615
2024-03-19 06:00:00,0.069,0.106,0.107,0.192,0.193,0.18,0.847
2024-03-19 07:00:00,0.04,0.154,0.095,0.141,0.205,3.551,4.186
2024-03-19 08:00:00,0.048,0.031,0,0.139,0.165,2.738,3.121
2024-03-19 09:00:00,0.032,0,0,0.184,0.228,2.638,3.082
2024-03-19 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-19 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-19 12:00:00,0,0,0,0,0,1.399,1.399
2024-03-19 13:00:00,0,0,0,0,0,2.531,2.531
2024-03-19 14:00:00,0,0,0,0,0,2.533,2.533
2024-03-19 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-19 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-19 17:00:00,0,0,0,0,0,0.852,0.852
2024-03-19 18:00:00,0.142,0.106,0,0,0,2.424,2.672
2024-03-19 19:00:00,0.314,0.057,0.067,0.334,0.282,2.993,4.047
2024-03-19 20:00:00,0.285,0.093,0.029,0.311,0.401,2.756,3.875
2024-03-19 21:00:00,0.31,0,0.059,0.452,0.362,2.363,3.546
2024-03-19 22:00:00,0.281,0.099,0.047,0.44,0.351,0.18,1.398
2024-03-19 23:00:00,0,0,0,0.264,0.362,0.18,0.806
2024-03-20 00:00:00,0,0,0,0.114,0.116,0.18,0.41
2024-03-20 01:00:00,0,0,0,0.146,0.188,0.18,0.514
2024-03-20 02:00:00,0,0,0,0.091,0.085,0.18,0.356
2024-03-20 03:00:00,0,0,0,0.141,0.093,0.18,0.414
2024-03-20 04:00:00,0,0,0,0.152,0.169,0.18,0.501
2024-03-20 05:00:00,0,0,0,0.139,0.175,0.18,0.494
2024-03-20 06:00:00,0.04,0.276,0.303,0.193,0.098,1.355,2.265
2024-03-20 07:00:00,0.076,0.124,0.119,0.224,0.164,4.014,4.721
2024-03-20 08:00:00,0.053,0.044,0,0.122,0.162,2.712,3.093
2024-03-20 09:00:00,0.046,0.06,0.602,0.188,0.102,2.787,3.785
2024-03-20 10:00:00,0,0,0.627,0,0,0.18,0.807
2024-03-20 11:00:00,0,0,0.521,0,0,0.18,0.701
2024-03-20 12:00:00,0,0,0,0,0,1.584,1.584
2024-03-20 13:00:00,0,0,0,0,0,2.675,2.675
2024-03-20 14:00:00,0,0,0,0,0,2.513,2.513
2024-03-20 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-20 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-20 17:00:00,0,0,0,0,0,0.861,0.861
2024-03-20 18:00:00,0.131,0.109,0,0,0,2.561,2.801
2024-03-20 19:00:00,0.263,0.087,0.107,0.332,0.304,2.625,3.718
2024-03-20 20:00:00,0.265,0.127,0.115,0.496,0.351,3.696,5.05
2024-03-20 21:00:00,0.289,0,0.075,0.381,0.365,1.507,2.617
2024-03-20 22:00:00,0.243,0.097,0.056,0.36,0.373,0.18,1.309
2024-03-20 23:00:00,0,0,0,0.383,0.343,0.18,0.906
2024-03-21 00:00:00,0,0,0,0.186,0.07,0.18,0.436
2024-03-21 01:00:00,0,0,0,0.109,0.228,0.18,0.517
2024-03-21 02:00:00,0,0,0,0.133,0.214,0.18,0.527
2024-03-21 03:00:00,0,0,0,0.128,0.099,0.18,0.407
2024-03-21 04:00:00,0,0.086,0,0.188,0.147,0.18,0.601
2024-03-21 05:00:00,0,0.074,0,0.226,0.254,0.18,0.734
2024-03-21 06:00:00,0.066,0.105,0.111,0.234,0.19,1.344,2.05
2024-03-21 07:00:00,0.04,0.107,0.122,0.234,0.179,3.446,4.128
2024-03-21 08:00:00,0.054,0.03,0,0.209,0.173,3.862,4.328
2024-03-21 09:00:00,0.048,0.044,0,0.135,0.208,3.492,3.927
2024-03-21 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-21 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-21 12:00:00,0,0,0,0,0,1.567,1.567
2024-03-21 13:00:00,0,0,0,0,0,2.78,2.78
2024-03-21 14:00:00,0,0,0,0,0,2.423,2.423
2024-03-21 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-21 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-21 17:00:00,0,0,0,0,0,0.837,0.837
2024-03-21 18:00:00,0.165,0,0,0,0,3.064,3.229
2024-03-21 19:00:00,0.151,0.13,0.097,0.436,0.387,2.877,4.078
2024-03-21 20:00:00,0.183,0,0.166,0.469,0.346,2.874,4.038
2024-03-21 21:00:00,0.134,0.073,0.114,0.445,0.294,1.531,2.591
2024-03-21 22:00:00,0.218,0.094,0.118,0.432,0.265,0.18,1.307
2024-03-21 23:00:00,0,0,0,0.469,0.369,0.18,1.018
2024-03-22 00:00:00,0,0,0,0.178,0.19,0.18,0.548
2024-03-22 01:00:00,0,0,0,0.176,0.103,0.18,0.459
2024-03-22 02:00:00,0,0,0,0.204,0.176,0.18,0.56
2024-03-22 03:00:00,0,0,0,0.131,0.1,0.18,0.411
2024-03-22 04:00:00,0,0.089,0,0.14,0.158,0.18,0.567
2024-03-22 05:00:00,0,0,0,0.217,0.091,0.181,0.489
2024-03-22 06:00:00,0.077,0.198,0.086,0.233,0.107,1.285,1.986
2024-03-22 07:00:00,0.061,0.042,0.057,0.186,0.221,3.347,3.914
2024-03-22 08:00:00,0.047,0.06,0.072,0.174,0.21,2.966,3.529
2024-03-22 09:00:00,0.053,0,0,0.177,0.168,4.109,4.507
2024-03-22 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-22 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-22 12:00:00,0,0,0,0,0,1.57,1.57
2024-03-22 13:00:00,0,0,0,0,0,2.655,2.655
2024-03-22 14:00:00,0,0,0,0,0,2.826,2.826
2024-03-22 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-22 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-22 17:00:00,0,0,0,0,0,0.777,0.777
2024-03-22 18:00:00,0.193,0.083,0,0,0,2.71,2.986
2024-03-22 19:00:00,0.145,0.223,0.097,0.373,0.331,2.42,3.589
2024-03-22 20:00:00,0.326,0.322,0.095,0.42,0.31,2.957,4.43
2024-03-22 21:00:00,0.145,0,0.089,0.31,0.321,1.454,2.319
2024-03-22 22:00:00,0.215,0.072,0.111,0.348,0.424,0.18,1.35
2024-03-22 23:00:00,0,0,0,0.32,0.393,0.18,0.893
2024-03-23 00:00:00,0,0,0,0.124,0.15,0.18,0.454
2024-03-23 01:00:00,0,0,0,0.105,0.147,0.18,0.432
2024-03-23 02:00:00,0,0,0,0.074,0.148,0.18,0.402
2024-03-23 03:00:00,0,0,0,0.164,0.163,0.18,0.507
2024-03-23 04:00:00,0,0.061,0,0.271,0.252,0.18,0.764
2024-03-23 05:00:00,0,0.086,0,0.214,0.202,0.18,0.682
2024-03-23 06:00:00,0.051,0.079,0.096,0.227,0.159,1.215,1.827
2024-03-23 07:00:00,0.04,0.099,0.105,0.147,0.136,3.263,3.79
2024-03-23 08:00:00,0.063,0.737,0.425,0.22,0.149,3.033,4.627
2024-03-23 09:00:00,0.049,0.188,0.059,0.192,0.082,2.437,3.007
2024-03-23 10:00:00,0.038,0,0.634,0.117,0.129,0.18,1.098
2024-03-23 11:00:00,0.072,0.401,0,0.056,0.083,0.18,0.792
2024-03-23 12:00:00,0.055,0,0,0.075,0.155,1.491,1.776
2024-03-23 13:00:00,0.067,0,0,0.103,0.125,2.796,3.091
2024-03-23 14:00:00,0.075,0,0,0.108,0.132,2.789,3.104
2024-03-23 15:00:00,0.046,0.176,0.023,0.217,0.188,0.18,0.83
2024-03-23 16:00:00,0.073,0,0,0.151,0.128,0.18,0.532
2024-03-23 17:00:00,0.052,0,0,0.04,0.085,0.77,0.947
2024-03-23 18:00:00,0.177,0.093,0.317,0.502,0.335,2.749,4.173
2024-03-23 19:00:00,0.266,0.085,0.052,0.314,0.424,3.437,4.578
2024-03-23 20:00:00,0.196,0.307,0.076,0.384,0.492,2.422,3.877
2024-03-23 21:00:00,0.122,0.11,0.092,0.467,0.381,1.51,2.682
2024-03-23 22:00:00,0.203,0.133,0.128,0.358,0.414,0.18,1.416
2024-03-23 23:00:00,0.278,0,0,0.371,0.27,0.18,1.099
2024-03-24 00:00:00,0,0,0,0.136,0.101,0.18,0.417
2024-03-24 01:00:00,0,0,0,0.153,0.075,0.18,0.408
2024-03-24 02:00:00,0,0,0,0.187,0.141,0.18,0.508
2024-03-24 03:00:00,0,0,0,0.09,0.186,0.18,0.456
2024-03-24 04:00:00,0,0.068,0,0.19,0.121,0.18,0.559
2024-03-24 05:00:00,0,0.1,0,0.215,0.143,0.18,0.638
2024-03-24 06:00:00,0.049,0.074,0.08,0.158,0.114,1.501,1.976
2024-03-24 07:00:00,0.078,0.05,0.11,0.115,0.159,3.202,3.714
2024-03-24 08:00:00,0.071,0,0.714,0.211,0.119,2.572,3.687
2024-03-24 09:00:00,0.052,0,0,0.253,0.088,2.734,3.127
2024-03-24 10:00:00,0.067,0,0.533,0.115,0.145,0.18,1.04
2024-03-24 11:00:00,0.059,0,0.174,0.104,0.134,0.18,0.651
2024-03-24 12:00:00,0.074,0.784,0,0.063,0.155,1.343,2.419
2024-03-24 13:00:00,0.074,0,0.03,0.111,0.197,2.808,3.22
2024-03-24 14:00:00,0.066,0.104,0.238,0.212,0.19,2.861,3.671
2024-03-24 15:00:00,0.073,0,0.22,0.119,0.186,0.18,0.778
2024-03-24 16:00:00,0.064,0,0,0.062,0.099,0.18,0.405
2024-03-24 17:00:00,0.042,0,0.23,0.076,0.075,0.804,1.227
2024-03-24 18:00:00,0.25,0,0.028,0.301,0.401,2.603,3.583
2024-03-24 19:00:00,0.205,0.084,0.074,0.438,0.319,2.822,3.942
2024-03-24 20:00:00,0.228,0,0.071,0.356,0.302,2.683,3.64
2024-03-24 21:00:00,0.236,0.104,0.103,0.335,0.399,1.419,2.596
2024-03-24 22:00:00,0.224,0.092,0.252,0.3,0.3,0.18,1.348
2024-03-24 23:00:00,0.203,0,0,0.441,0.321,0.18,1.145
2024-03-25 00:00:00,0,0,0,0.125,0.087,0.18,0.392
2024-03-25 01:00:00,0,0,0,0.117,0.103,0.18,0.4
2024-03-25 02:00:00,0,0,0,0.218,0.115,0.18,0.513
2024-03-25 03:00:00,0,0,0,0.072,0.153,0.181,0.406
2024-03-25 04:00:00,0,0.084,0,0.134,0.223,0.18,0.621
2024-03-25 05:00:00,0,0,0,0.133,0.127,0.18,0.44
2024-03-25 06:00:00,0.063,0.102,0.09,0.198,0.169,1.419,2.041
2024-03-25 07:00:00,0.051,0.346,0.18,0.121,0.142,3.128,3.968
2024-03-25 08:00:00,0.069,0,0.184,0.204,0.166,2.872,3.495
2024-03-25 09:00:00,0.051,0.14,0.051,0.19,0.106,2.464,3.002
2024-03-25 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-25 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-25 12:00:00,0,0,0,0,0,1.384,1.384
2024-03-25 13:00:00,0,0,0,0,0,2.495,2.495
2024-03-25 14:00:00,0,0,0,0,0,2.806,2.806
2024-03-25 15:00:00,0,0,0,0,0,0.181,0.181
2024-03-25 16:00:00,0,0,0,0,0,0.182,0.182
2024-03-25 17:00:00,0,0,0,0,0,0.744,0.744
2024-03-25 18:00:00,0.13,0.104,0,0,0,2.671,2.905
2024-03-25 19:00:00,0.263,0.041,0.213,0.313,0.267,2.53,3.627
2024-03-25 20:00:00,0.331,0.086,0.094,0.459,0.44,4.151,5.561
2024-03-25 21:00:00,0.258,0.119,0.073,0.406,0.264,3.298,4.418
2024-03-25 22:00:00,0.272,0.189,0.303,0.345,0.241,0.18,1.53
2024-03-25 23:00:00,0,0,0,0.232,0.292,0.18,0.704
2024-03-26 00:00:00,0,0,0,0.063,0.099,0.18,0.342
2024-03-26 01:00:00,0,0,0,0.178,0.058,0.18,0.416
2024-03-26 02:00:00,0,0,0,0.117,0.088,0.18,0.385
2024-03-26 03:00:00,0,0,0,0.101,0.145,0.18,0.426
2024-03-26 04:00:00,0,0,0,0.232,0.156,0.18,0.568
2024-03-26 05:00:00,0,0,0,0.157,0.087,0.18,0.424
2024-03-26 06:00:00,0.059,0,0.072,0.194,0.224,1.999,2.548
2024-03-26 07:00:00,0.073,0,0.044,0.218,0.127,2.94,3.402
2024-03-26 08:00:00,0.068,0,0.026,0.211,0.149,2.534,2.988
2024-03-26 09:00:00,0.048,0,0.037,0.103,0.194,2.87,3.252
2024-03-26 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-26 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-26 12:00:00,0,0,0,0,0,1.51,1.51
2024-03-26 13:00:00,0,0,0,0,0,2.808,2.808
2024-03-26 14:00:00,0,0,0,0,0,1.466,1.466
2024-03-26 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-26 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-26 17:00:00,0,0,0,0,0,0.891,0.891
2024-03-26 18:00:00,0.139,0,0,0,0,2.77,2.909
2024-03-26 19:00:00,0.223,0.066,0.101,0.391,0.339,3.408,4.528
2024-03-26 20:00:00,0.201,0,0.099,0.374,0.442,2.817,3.933
2024-03-26 21:00:00,0.231,0.241,0.194,0.384,0.374,1.565,2.989
2024-03-26 22:00:00,0.276,0,0.302,0.397,0.366,0.18,1.521
2024-03-26 23:00:00,0,0,0,0.365,0.248,0.18,0.793
2024-03-27 00:00:00,0,0,0,0.115,0.137,0.18,0.432
2024-03-27 01:00:00,0,0,0,0.08,0.044,0.181,0.305
2024-03-27 02:00:00,0,0,0,0.151,0.112,0.18,0.443
2024-03-27 03:00:00,0,0,0,0.126,0.087,0.18,0.393
2024-03-27 04:00:00,0,0.081,0,0.155,0.094,0.18,0.51
2024-03-27 05:00:00,0,0.066,0,0.123,0.172,0.18,0.541
2024-03-27 06:00:00,0.055,0,0.073,0.234,0.193,1.267,1.822
2024-03-27 07:00:00,0.043,0.069,0.096,0.128,0.104,3.237,3.677
2024-03-27 08:00:00,0.041,0.524,0,0.225,0.186,1.461,2.437
2024-03-27 09:00:00,0.044,0.539,0,0.103,0.211,2.359,3.256
2024-03-27 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-27 11:00:00,0,0,0,0,0,0.181,0.181
2024-03-27 12:00:00,0,0.521,0,0,0,1.281,1.802
2024-03-27 13:00:00,0,0,0,0,0,2.472,2.472
2024-03-27 14:00:00,0,0,0,0,0,2.857,2.857
2024-03-27 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-27 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-27 17:00:00,0,0,0,0,0,0.889,0.889
2024-03-27 18:00:00,0.165,0.094,0,0,0,2.602,2.861
2024-03-27 19:00:00,0.173,0.063,0.124,0.448,0.287,2.463,3.558
2024-03-27 20:00:00,0.223,0.103,0.096,0.437,0.397,3.27,4.526
2024-03-27 21:00:00,0.127,0.077,0.076,0.421,0.33,1.438,2.469
2024-03-27 22:00:00,0.189,0.105,0.076,0.361,0.375,0.18,1.286
2024-03-27 23:00:00,0,0,0,0.352,0.316,0.18,0.848
2024-03-28 00:00:00,0,0,0,0.192,0.191,0.18,0.563
2024-03-28 01:00:00,0,0,0,0.068,0.113,0.18,0.361
2024-03-28 02:00:00,0,0,0,0.165,0.155,0.18,0.5
2024-03-28 03:00:00,0,0,0,0.172,0.103,0.18,0.455
2024-03-28 04:00:00,0,0.084,0,0.149,0.114,0.18,0.527
2024-03-28 05:00:00,0,0,0,0.25,0.18,0.18,0.61
2024-03-28 06:00:00,0.052,0,0.074,0.212,0.209,1.249,1.796
2024-03-28 07:00:00,0.04,0.223,0.339,0.258,0.146,3.594,4.6
2024-03-28 08:00:00,0.055,0.115,0.048,0.083,0.127,1.249,1.677
2024-03-28 09:00:00,0.04,0,0.049,0.153,0.223,2.803,3.268
2024-03-28 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-28 11:00:00,0,0,0,0,0,0.18,0.18
2024-03-28 12:00:00,0,0,0,0,0,1.393,1.393
2024-03-28 13:00:00,0,0,0,0,0,2.9,2.9
2024-03-28 14:00:00,0,0,0,0,0,2.886,2.886
2024-03-28 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-28 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-28 17:00:00,0,0,0,0,0,0.746,0.746
2024-03-28 18:00:00,0.21,0,0,0,0,2.788,2.998
2024-03-28 19:00:00,0.339,0.063,0.102,0.323,0.35,2.714,3.891
2024-03-28 20:00:00,0.189,0.198,0.084,0.412,0.393,2.458,3.734
2024-03-28 21:00:00,0.33,0.231,0.107,0.465,0.257,1.497,2.887
2024-03-28 22:00:00,0.245,0.047,0.061,0.284,0.408,0.18,1.225
2024-03-28 23:00:00,0,0,0,0.322,0.3,0.18,0.802
2024-03-29 00:00:00,0,0,0,0.073,0.134,0.18,0.387
2024-03-29 01:00:00,0,0,0,0.09,0.144,0.181,0.415
2024-03-29 02:00:00,0,0,0,0.199,0.154,0.18,0.533
2024-03-29 03:00:00,0,0,0,0.059,0.055,0.18,0.294
2024-03-29 04:00:00,0,0,0,0.095,0.123,0.18,0.398
2024-03-29 05:00:00,0,0,0,0.123,0.129,0.18,0.432
2024-03-29 06:00:00,0.073,0.083,0.106,0.17,0.236,1.259,1.927
2024-03-29 07:00:00,0.042,0.112,0.104,0.152,0.145,3.284,3.839
2024-03-29 08:00:00,0.057,0.042,0,0.098,0.189,3.976,4.362
2024-03-29 09:00:00,0.075,0,0.064,0.182,0.136,3.855,4.312
2024-03-29 10:00:00,0,0,0,0,0,0.18,0.18
2024-03-29 11:00:00,0,0,0,0,0,0.181,0.181
2024-03-29 12:00:00,0,0,0,0,0,1.462,1.462
2024-03-29 13:00:00,0,0,0,0,0,1.694,1.694
2024-03-29 14:00:00,0,0,0,0,0,2.988,2.988
2024-03-29 15:00:00,0,0,0,0,0,0.18,0.18
2024-03-29 16:00:00,0,0,0,0,0,0.18,0.18
2024-03-29 17:00:00,0,0,0,0,0,0.857,0.857
2024-03-29 18:00:00,0.124,0.089,0,0,0,2.831,3.044
2024-03-29 19:00:00,0.241,0,0.096,0.374,0.414,2.813,3.938
2024-03-29 20:00:00,0.236,0.075,0.027,0.354,0.296,2.895,3.883
2024-03-29 21:00:00,0.24,0.068,0.059,0.401,0.374,1.677,2.819
2024-03-29 22:00:00,0.274,0.099,0.085,0.386,0.44,0.18,1.464
2024-03-29 23:00:00,0,0,0,0.245,0.247,0.18,0.672
2024-03-30 00:00:00,0,0,0,0.108,0.057,0.181,0.346
2024-03-30 01:00:00,0,0,0,0.166,0.175,0.181,0.522
2024-03-30 02:00:00,0,0,0,0.079,0.068,0.18,0.327
2024-03-30 03:00:00,0,0,0,0.156,0.146,0.181,0.483
2024-03-30 04:00:00,0,0.088,0,0.169,0.148,0.18,0.585
2024-03-30 05:00:00,0,0,0,0.245,0.098,0.18,0.523
2024-03-30 06:00:00,0.052,0.061,0.098,0.21,0.171,1.258,1.85
2024-03-30 07:00:00,0.07,0.095,0.063,0.109,0.157,3.232,3.726
2024-03-30 08:00:00,0.04,0.039,0.766,0.191,0.183,2.84,4.059
2024-03-30 09:00:00,0.074,0.057,0.262,0.123,0.149,2.454,3.119
2024-03-30 10:00:00,0.051,0.623,0.486,0.103,0.061,0.18,1.504
2024-03-30 11:00:00,0.069,0.536,0,0.112,0.135,0.18,1.032
2024-03-30 12:00:00,0.059,0,0.489,0.198,0.109,1.576,2.431
2024-03-30 13:00:00,0.036,0.189,0.157,0.194,0.158,2.545,3.279
2024-03-30 14:00:00,0.044,0,0.248,0.171,0.178,2.52,3.161
2024-03-30 15:00:00,0.044,0,0,0.108,0.058,0.18,0.39
2024-03-30 16:00:00,0.069,0.181,0,0.115,0.207,0.18,0.752
2024-03-30 17:00:00,0.049,0,0.165,0.219,0.113,0.782,1.328
2024-03-30 18:00:00,0.15,0.13,0.126,0.281,0.383,2.733,3.803
2024-03-30 19:00:00,0.259,0.092,0.093,0.441,0.263,2.651,3.799
2024-03-30 20:00:00,0.326,0.094,0.12,0.349,0.375,2.59,3.854
2024-03-30 21:00:00,0.275,0.068,0.065,0.39,0.457,1.692,2.947
2024-03-30 22:00:00,0.21,0.089,0.283,0.413,0.288,0.18,1.463
2024-03-30 23:00:00,0.251,0,0,0.379,0.266,0.18,1.076
2024-03-31 00:00:00,0,0,0,0.219,0.209,0.18,0.608
2024-03-31 01:00:00,0,0,0,0.154,0.076,0.18,0.41
2024-03-31 02:00:00,0,0,0,0.114,0.078,0.18,0.372
2024-03-31 03:00:00,0,0,0,0.081,0.205,0.18,0.466
2024-03-31 04:00:00,0,0,0,0.169,0.143,0.18,0.492
2024-03-31 05:00:00,0,0.078,0,0.229,0.141,0.18,0.628
2024-03-31 06:00:00,0.052,0.326,0.105,0.212,0.198,1.302,2.195
2024-03-31 07:00:00,0.051,0.094,0.067,0.214,0.205,3.418,4.049
2024-03-31 08:00:00,0.078,0,0,0.107,0.119,3.584,3.888
2024-03-31 09:00:00,0.062,0.697,0.456,0.182,0.127,2.945,4.469
2024-03-31 10:00:00,0.048,0,0.133,0.086,0.202,0.18,0.649
2024-03-31 11:00:00,0.058,0.125,0,0.138,0.117,0.18,0.618
2024-03-31 12:00:00,0.051,0,0.546,0.11,0.203,1.396,2.306
2024-03-31 13:00:00,0.061,0,0,0.128,0.18,2.559,2.928
2024-03-31 14:00:00,0.054,0,0,0.103,0.158,2.547,2.862
2024-03-31 15:00:00,0.033,0,0,0.119,0.148,0.18,0.48
2024-03-31 16:00:00,0.053,0,0.236,0.106,0.095,0.18,0.67
2024-03-31 17:00:00,0.062,0,0,0.051,0.173,0.796,1.082
2024-03-31 18:00:00,0.237,0.091,0.086,0.367,0.508,2.826,4.115
2024-03-31 19:00:00,0.172,0.278,0.271,0.305,0.505,3.94,5.471
2024-03-31 20:00:00,0.153,0.098,0.035,0.47,0.417,2.482,3.655
2024-03-31 21:00:00,0.213,0.107,0.073,0.325,0.43,1.714,2.862
2024-03-31 22:00:00,0.199,0.118,0.102,0.466,0.377,0.18,1.442
2024-03-31 23:00:00,0.299,0,0,0.287,0.374,0.18,1.14
2024-04-01 00:00:00,0,0,0,0.129,0.147,0.18,0.456
2024-04-01 01:00:00,0,0,0,0.122,0.126,0.181,0.429
2024-04-01 02:00:00,0,0,0,0.145,0.135,0.18,0.46
2024-04-01 03:00:00,0,0,0,0.105,0.106,0.18,0.391
2024-04-01 04:00:00,0,0,0,0.121,0.081,0.181,0.383
2024-04-01 05:00:00,0,0.111,0,0.133,0.156,0.18,0.58
2024-04-01 06:00:00,0.067,0.117,0.11,0.17,0.146,0.18,0.79
2024-04-01 07:00:00,0.042,0.074,0.06,0.165,0.148,3.128,3.617
2024-04-01 08:00:00,0.047,0,0.121,0.127,0.149,2.508,2.952
